"iter","time","maxviolation","meanviolation","cost",
0,0,6.173,6.173,50.3436,
1,0.17,0.81992,0.81992,28.7452,
2,0.27839,0.034551,0.034551,29.8463,
3,0.29113,0.034551,0.034551,29.8463,
4,0.30083,0.034551,0.034551,29.8463,
5,0.42555,0.0025607,0.0025607,30.0062,
6,0.43712,0.0025607,0.0025607,30.0062,
7,0.44891,0.0025607,0.0025607,30.0062,
8,0.46132,0.0025607,0.0025607,30.0062,
9,0.47224,0.0025607,0.0025607,30.0062,
10,0.48289,0.0025607,0.0025607,30.0062,
11,0.49388,0.0025607,0.0025607,30.0062,
12,0.79631,0.00021803,0.00021803,30.046,
13,0.81372,0.00021803,0.00021803,30.046,
14,0.83128,0.00021803,0.00021803,30.046,
15,0.84888,0.00021803,0.00021803,30.046,
16,0.86577,0.00021803,0.00021803,30.046,
17,0.88178,0.00021803,0.00021803,30.046,
18,1.7529,1.9303e-05,1.9303e-05,30.0573,
19,1.7751,1.9303e-05,1.9303e-05,30.0573,
20,1.8022,1.9303e-05,1.9303e-05,30.0573,
21,1.8353,1.9303e-05,1.9303e-05,30.0573,
22,1.8602,1.9303e-05,1.9303e-05,30.0573,
23,1.8821,1.9303e-05,1.9303e-05,30.0573,
24,1.9044,1.9303e-05,1.9303e-05,30.0573,
25,2.2856,1.7288e-06,1.7288e-06,30.0606,
26,2.3802,1.7288e-06,1.7288e-06,30.0606,
27,2.4691,1.7288e-06,1.7288e-06,30.0606,
28,2.5513,1.7288e-06,1.7288e-06,30.0606,
29,2.642,1.7288e-06,1.7288e-06,30.0606,
30,2.736,1.7288e-06,1.7288e-06,30.0606,
