"iter","time","maxviolation","meanviolation","cost",
0,0,32.443,32.443,33.7889,
1,0.041291,0.51707,0.51707,29.9322,
2,0.062438,0.083269,0.083269,30.585,
3,0.086891,0.024507,0.024507,30.8029,
4,0.10714,0.019393,0.019393,30.8321,
5,0.12979,0.015439,0.015439,30.8575,
6,0.15103,0.012398,0.012398,30.8794,
7,0.176,0.010085,0.010085,30.8981,
8,0.24207,0.0030583,0.0030583,30.9755,
9,0.29753,0.0024015,0.0024015,30.9864,
10,0.37802,0.0018937,0.0018937,30.9958,
11,0.42626,0.0015021,0.0015021,31.0041,
12,0.48864,0.0012015,0.0012015,31.0112,
13,0.53874,0.00097268,0.00097268,31.0172,
14,0.57797,0.00080169,0.00080169,31.0222,
15,0.64896,0.00023197,0.00023197,31.0449,
16,0.70763,0.0001826,0.0001826,31.0478,
17,0.75446,0.00014453,0.00014453,31.0504,
18,0.82782,0.00011527,0.00011527,31.0527,
19,0.89434,9.2954e-05,9.2954e-05,31.0546,
20,0.9697,7.6178e-05,7.6178e-05,31.0562,
21,1.0651,2.2341e-05,2.2341e-05,31.0631,
22,1.1627,1.7562e-05,1.7562e-05,31.0641,
23,1.2488,1.3876e-05,1.3876e-05,31.0649,
24,1.3267,1.104e-05,1.104e-05,31.0656,
25,1.4223,8.8717e-06,8.8717e-06,31.0662,
26,1.5071,7.2335e-06,7.2335e-06,31.0667,
27,1.6507,2.1503e-06,2.1503e-06,31.0688,
28,1.7655,1.6884e-06,1.6884e-06,31.0691,
29,1.8446,1.3319e-06,1.3319e-06,31.0693,
30,1.9634,1.0574e-06,1.0574e-06,31.0696,
31,2.0657,8.4707e-07,8.4707e-07,31.0698,
32,2.0671,8.4707e-07,8.4707e-07,31.0698,
