"iter","time","maxviolation","meanviolation","cost",
0,0,17.159,17.159,52.5704,
1,0.28201,2.9063,2.9063,29.8632,
2,0.36353,0.16137,0.16137,34.09,
3,0.505,0.030535,0.030535,34.6433,
4,0.55069,0.024052,0.024052,34.687,
5,0.58607,0.019159,0.019159,34.7237,
6,0.64289,0.015496,0.015496,34.754,
7,0.72054,0.0045153,0.0045153,34.8764,
8,0.78139,0.003534,0.003534,34.8927,
9,0.86099,0.0027788,0.0027788,34.9068,
10,0.97942,0.0021985,0.0021985,34.919,
11,1.088,0.0017541,0.0017541,34.9294,
12,1.1919,0.0014164,0.0014164,34.9383,
13,1.2552,0.0011641,0.0011641,34.9456,
14,1.4298,0.00033596,0.00033596,34.9783,
15,1.6364,0.00026414,0.00026414,34.9826,
16,1.7796,0.0002088,0.0002088,34.9863,
17,1.9645,0.00016628,0.00016628,34.9895,
18,2.1223,0.00013383,0.00013383,34.9923,
19,2.2694,0.00010939,0.00010939,34.9946,
20,2.4851,3.2222e-05,3.2222e-05,35.0044,
21,2.6683,2.5311e-05,2.5311e-05,35.0057,
22,2.8411,1.998e-05,1.998e-05,35.0069,
23,3.0832,1.5878e-05,1.5878e-05,35.0079,
24,3.3076,1.2738e-05,1.2738e-05,35.0087,
25,3.5216,1.0361e-05,1.0361e-05,35.0095,
26,3.7709,3.0979e-06,3.0979e-06,35.0125,
27,3.7965,2.4312e-06,2.4312e-06,35.0129,
28,4.117,1.9162e-06,1.9162e-06,35.0132,
29,4.1321,1.5198e-06,1.5198e-06,35.0135,
30,4.147,1.2158e-06,1.2158e-06,35.0138,
31,4.4512,9.8459e-07,9.8459e-07,35.014,
32,4.4671,9.8459e-07,9.8459e-07,35.014,
