"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,44.4368,8.489,7.4761e-05,NaN,NaN,NaN,NaN,1,9.2608,3.7012,3.7012,
1,40.8958,9.6241,0.026267,1.1921e-07,0,2.7996,1,1.986,9.706,1.2585,1.2585,
2,41.7284,7.6988,0.05601,2.3842e-07,0,1.1021,1,1.986,7.7164,0.52177,0.52177,
3,38.9441,26.7564,0.0733,2.9802e-08,0,0.75409,1,8.9884,26.7647,0.66451,0.66451,
4,38.217,30.7577,0.087245,1.1921e-07,0,1.7776,1,13.442,30.7587,0.25672,0.25672,
5,32.2563,60.3138,0.10948,2.9802e-08,0,1.2864,1,41.123,60.3139,0.08855,0.08855,
6,32.1047,4.5429,0.12874,9.3132e-10,0,0.037866,1,41.123,4.5437,0.090349,0.090349,
7,31.8579,7.0128,0.13909,0.03125,0,0.66378,1,41.123,7.0128,0.015478,0.015478,
8,31.7485,36.6327,0.14896,0.0078125,0,0.40055,1,159.2564,36.6327,0.0032678,0.0032678,
9,31.6744,203.9733,0.16274,2.9802e-08,0,0.25912,1,743.2563,203.9733,0.0031004,0.0031004,
10,31.4098,3.6652,0.17758,1.8626e-09,0,0.071272,1,743.2563,3.6652,0.0033079,0.0033079,
11,30.655,7.8442,0.18565,0.25,0,0.52552,1,743.2563,7.8442,0.0023512,0.0023512,
12,30.6634,20.5809,0.19567,0.0078125,0,0.25743,1,743.2563,20.5809,0.0013302,0.0013302,
13,30.7708,6.7343,0.21049,5.9605e-08,0,0.37808,1,743.2563,6.7343,0.00095638,0.00095638,
14,30.7682,6.4947,0.22891,7.276e-12,0,0.00043155,1,743.2563,6.4947,0.00095747,0.00095747,
15,30.5525,5.3344,0.23879,0.0625,0,0.10386,1,743.2563,5.3344,0.0010449,0.0010449,
16,30.3153,3.6973,0.24838,0.125,0,0.13216,1,743.2563,3.6973,0.00091261,0.00091261,
17,30.1159,2.2167,0.25848,0.25,0,0.14942,1,743.2563,2.2167,0.00077055,0.00077055,
18,29.9827,4.6189,0.26644,1,0,0.27254,1,743.2563,4.6189,0.00072494,0.00072494,
19,30.0108,2.4711,0.27489,1,0,0.12481,1,743.2563,2.4711,0.00010634,0.00010634,
20,30.0221,2.7186,0.28254,1,0,0.044752,1,743.2563,2.7186,1.9693e-05,1.9693e-05,
21,30.0269,2.49,0.29037,1,0,0.018803,1,743.2563,2.49,5.0445e-06,5.0445e-06,
22,30.0278,0.035213,0.2982,0.5,0,0.0048813,1,743.2563,0.035213,3.0643e-06,3.0643e-06,
23,30.0275,0.29093,0.30633,1,0,0.012636,1,743.2563,0.29093,3.3225e-06,3.3225e-06,
24,30.0274,0.0035403,0.31629,1,0,0.00011743,1,743.2563,0.0035403,3.5227e-06,3.5227e-06,
25,30.0274,7.5655e-05,0.326,1,0,1.2296e-05,1,743.2563,7.5736e-05,3.4957e-06,3.4957e-06,
26,30.0274,5.7036e-06,0.33552,1,0,8.6303e-07,1,743.2563,6.6932e-06,3.5026e-06,3.5026e-06,
27,30.0274,4.1148e-07,0.34473,1,0,2.2997e-07,1,743.2563,3.5248e-06,3.5007e-06,3.5007e-06,
28,30.0274,2.9432e-08,0.35438,1,0,6.169e-08,1,743.2563,3.5013e-06,3.5012e-06,3.5012e-06,
29,30.0274,2.0867e-09,0.36507,1,0,1.6592e-08,1,743.2563,3.5011e-06,3.5011e-06,3.5011e-06,
