"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L",
1,20,0.005,1,5000,3600,1e-08,1,6,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,5,0,-1,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,
,,,,,,,,0,0,6,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0,
,,,,,,,,0,-1,-1,6,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,
,,,,,,,,-1,-1,0,-1,6,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,
,,,,,,,,-1,0,0,0,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,-1,-1,0,-1,0,6,0,0,-1,0,0,0,0,0,0,0,-1,0,0,
,,,,,,,,-1,0,0,-1,0,-1,0,4,0,0,0,0,0,0,0,0,-1,0,0,0,
,,,,,,,,-1,0,-1,0,0,-1,0,0,5,-1,0,0,0,0,0,0,0,0,0,-1,
,,,,,,,,-1,-1,0,-1,-1,0,-1,0,-1,6,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,
,,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
,,,,,,,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,
,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,
,,,,,,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
,,,,,,,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,
