"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,59.6938,38.8133,7.5894e-05,NaN,NaN,NaN,NaN,1,54.2975,37.9704,37.9704,
1,59.9895,15.547,0.016672,1.1921e-07,0,3.8884,1,1,17.3029,7.5948,7.5948,
2,33.7362,7.815,0.033855,5.9605e-08,0,3.3027,1,1,11.6128,8.5896,8.5896,
3,33.5061,13.779,0.048478,7.6294e-06,0,2.3031,1,1.143,15.4363,6.9584,6.9584,
4,31.5531,5.1571,0.065338,1.1921e-07,0,2.36,1,1.143,6.3014,3.621,3.621,
5,31.4923,27.342,0.081767,1.4901e-08,0,0.091821,1,2.9212,27.5821,3.6315,3.6315,
6,36.0711,13.0216,0.098018,2.3842e-07,0,1.9208,1,2.9212,13.0496,0.8539,0.8539,
7,35.6321,7.2057,0.11573,9.3132e-10,0,0.063831,1,2.9212,7.2616,0.89954,0.89954,
8,35.6319,9.8625,0.13194,1.1921e-07,0,0.015074,1,2.9212,9.9035,0.89962,0.89962,
9,33.6151,26.5979,0.14817,5.9605e-08,0,1.2155,1,6.9186,26.603,0.52346,0.52346,
10,37.1965,35.661,0.1645,2.3842e-07,0,1.8301,1,18.4954,35.6611,0.090175,0.090175,
11,37.0323,10.3652,0.18222,2.3283e-10,0,0.019557,1,18.4954,10.3657,0.09442,0.09442,
12,36.8068,19.0863,0.19788,1.1921e-07,0,0.61343,1,18.4954,19.0864,0.042274,0.042274,
13,36.7611,7.3054,0.22245,2.3283e-10,0,0.010308,1,18.4954,7.3055,0.043235,0.043235,
14,36.3044,73.7186,0.2355,0.0078125,0,0.44312,1,46.8149,73.7186,0.040919,0.040919,
15,36.2925,6.4666,0.2532,4.6566e-10,0,0.007429,1,46.8149,6.4667,0.041013,0.041013,
16,35.9008,151.9062,0.26664,0.0019531,0,0.57049,1,108.4377,151.9062,0.037427,0.037427,
17,35.8939,6.9338,0.28447,5.8208e-11,0,0.002001,1,108.4377,6.9339,0.037455,0.037455,
18,35.6525,23.7627,0.29635,0.015625,0,0.22513,1,108.4377,23.7627,0.038429,0.038429,
19,35.6479,6.6006,0.31527,5.8208e-11,0,0.0016355,1,108.4377,6.6007,0.038447,0.038447,
20,35.4584,16.5889,0.32749,0.015625,0,0.18278,1,108.4377,16.589,0.039054,0.039054,
21,35.4547,6.4131,0.3463,5.8208e-11,0,0.0014607,1,108.4377,6.4132,0.039067,0.039067,
22,35.1196,11.9689,0.35859,0.03125,0,0.30544,1,108.4377,11.9689,0.040032,0.040032,
