"iter","time","maxviolation","meanviolation","cost",
0,0,6.173,6.173,50.3436,
1,0.022796,0.82002,0.82002,28.7451,
2,0.052619,0.066889,0.066889,29.754,
3,0.070277,0.054204,0.054204,29.7872,
4,0.10992,0.014845,0.014845,29.924,
5,0.13725,0.01157,0.01157,29.9408,
6,0.16259,0.0090654,0.0090654,29.9552,
7,0.19065,0.007151,0.007151,29.9676,
8,0.22015,0.0056919,0.0056919,29.978,
9,0.24712,0.0045886,0.0045886,29.9868,
10,0.2855,0.0037684,0.0037684,29.9941,
11,0.35649,0.001067,0.001067,30.0263,
12,0.42692,0.00083766,0.00083766,30.0304,
13,0.48291,0.00066121,0.00066121,30.034,
14,0.531,0.00052588,0.00052588,30.037,
15,0.56968,0.0004227,0.0004227,30.0396,
16,0.61985,0.00034505,0.00034505,30.0418,
17,0.68182,0.00010132,0.00010132,30.0511,
18,0.73324,7.9537e-05,7.9537e-05,30.0524,
19,0.8008,6.2738e-05,6.2738e-05,30.0535,
20,0.86355,4.9816e-05,4.9816e-05,30.0544,
21,0.91164,3.9928e-05,3.9928e-05,30.0552,
22,0.96831,3.2438e-05,3.2438e-05,30.0559,
23,1.063,9.7114e-06,9.7114e-06,30.0587,
24,1.1182,7.6179e-06,7.6179e-06,30.0591,
25,1.1702,6.0018e-06,6.0018e-06,30.0594,
26,1.2473,4.7571e-06,4.7571e-06,30.0597,
27,1.3381,3.8023e-06,3.8023e-06,30.0599,
28,1.4083,3.0762e-06,3.0762e-06,30.0601,
29,1.4654,2.5337e-06,2.5337e-06,30.0603,
30,1.562,7.3173e-07,7.3173e-07,30.0611,
31,1.6526,5.7579e-07,5.7579e-07,30.0612,
32,1.6622,5.7579e-07,5.7579e-07,30.0612,
