"iter","time","maxviolation","meanviolation","cost",
0,0,7.5601,7.5601,70.2982,
1,0.11285,6.4515,6.4515,26.386,
2,0.16404,0.29804,0.29804,34.9999,
3,0.2269,0.045373,0.045373,36.141,
4,0.26146,0.03757,0.03757,36.2044,
5,0.35141,0.010269,0.010269,36.5061,
6,0.41533,0.0081016,0.0081016,36.5427,
7,0.47501,0.0064342,0.0064342,36.5742,
8,0.52945,0.005155,0.005155,36.6012,
9,0.58766,0.004179,0.004179,36.6242,
10,0.6379,0.0034415,0.0034415,36.6433,
11,0.76959,0.00097538,0.00097538,36.7308,
12,0.84418,0.00076906,0.00076906,36.742,
13,0.98096,0.00061001,0.00061001,36.7516,
14,1.0893,0.0004877,0.0004877,36.7599,
15,1.1955,0.00039408,0.00039408,36.767,
16,1.262,0.00032302,0.00032302,36.7729,
17,1.4799,9.343e-05,9.343e-05,36.7993,
18,1.6463,7.359e-05,7.359e-05,36.8027,
19,1.7667,5.828e-05,5.828e-05,36.8057,
20,1.8805,4.6491e-05,4.6491e-05,36.8083,
21,2.0245,3.745e-05,3.745e-05,36.8105,
22,2.1826,3.0565e-05,3.0565e-05,36.8124,
23,2.3215,2.5388e-05,2.5388e-05,36.8139,
24,2.5323,7.0609e-06,7.0609e-06,36.8214,
25,2.6752,5.5831e-06,5.5831e-06,36.8224,
26,2.8563,4.4442e-06,4.4442e-06,36.8232,
27,3.0341,3.5694e-06,3.5694e-06,36.8239,
28,3.0541,2.9017e-06,2.9017e-06,36.8244,
29,3.2361,2.3973e-06,2.3973e-06,36.8249,
30,3.3904,6.7821e-07,6.7821e-07,36.8272,
31,3.4064,5.3547e-07,5.3547e-07,36.8275,
32,3.4805,5.3546e-07,5.3546e-07,36.8275,
33,3.4896,5.3546e-07,5.3546e-07,36.8275,
