"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,103.1237,34.9089,7.4384e-05,NaN,NaN,NaN,NaN,1,36.7876,11.6058,11.6058,
1,55.5382,9.4915,0.022588,5.9605e-08,0,4.0285,1,1,12.7825,8.5617,8.5617,
2,46.6074,10.1065,0.046813,1.1921e-07,0,2.3537,1,1,14.6773,10.6434,10.6434,
3,45.1251,10.7989,0.072065,3.7253e-09,0,0.23199,1,1,15.7444,11.4573,11.4573,
4,43.4967,10.6192,0.095343,3.7253e-09,0,0.245,1,1,16.2011,12.2355,12.2355,
5,41.4952,10.4049,0.11805,1.4901e-08,0,0.52627,1,1,16.7232,13.0921,13.0921,
6,37.6024,11.7095,0.14274,4.7684e-07,0,3.3233,1,1,13.4928,6.704,6.704,
7,37.2348,9.8739,0.1675,3.7253e-09,0,0.11647,1,1,12.0246,6.8628,6.8628,
8,36.1612,16.9231,0.1902,4.7684e-07,0,1.9703,1,1,18.2162,6.7409,6.7409,
9,37.6596,9.5611,0.21341,2.3842e-07,0,2.0923,1,1,9.6285,1.1371,1.1371,
10,37.6271,27.7812,0.23703,1.4901e-08,0,0.06511,1,2.8731,27.8047,1.1421,1.1421,
11,37.3995,9.1334,0.26063,1.8626e-09,0,0.065156,1,2.8731,9.2083,1.1722,1.1722,
12,37.3535,15.6939,0.28353,2.9802e-08,0,0.10569,1,2.8731,15.7383,1.1813,1.1813,
13,37.0409,8.9548,0.30728,3.7253e-09,0,0.10804,1,2.8731,9.0399,1.2377,1.2377,
14,36.9413,13.7673,0.33075,5.9605e-08,0,0.21321,1,2.8731,13.8249,1.2604,1.2604,
15,36.2375,8.796,0.35447,1.4901e-08,0,0.32949,1,2.8731,8.9056,1.3932,1.3932,
16,37.3193,14.3937,0.37685,9.5367e-07,0,2.2926,1,2.8731,14.4016,0.47588,0.47588,
17,37.0652,9.855,0.40057,9.3132e-10,0,0.0487,1,2.8731,9.8679,0.5041,0.5041,
18,37.062,95.5161,0.42093,7.6294e-06,0,0.013226,1,16.3725,95.5174,0.50419,0.50419,
19,38.053,15.0273,0.44312,5.9605e-08,0,1.8406,1,16.3725,15.0275,0.086986,0.086986,
20,37.6462,15.6991,0.46619,1.1921e-07,0,0.86863,1,16.3725,15.6991,0.0063764,0.0063764,
21,37.5423,10.4922,0.4921,2.3283e-10,0,0.015559,1,16.3725,10.4922,0.009745,0.009745,
22,37.5402,141.877,0.51437,9.5367e-07,0,0.44794,1,263.1704,141.877,0.0050678,0.0050678,
23,37.5264,9.8541,0.54211,2.9104e-11,0,0.002006,1,263.1704,9.8541,0.0050846,0.0050846,
24,37.2464,646.0345,0.56751,2.9802e-08,0,0.30932,1,2565.413,646.0345,0.00098634,0.00098634,
25,35.0347,457.99,0.59075,3.7253e-09,0,0.3104,1,9706.3924,457.99,3.1361e-05,3.1361e-05,
26,34.5665,2122.9371,0.61834,1.8626e-09,0,0.097097,1,114007.6521,2122.9371,4.947e-06,4.947e-06,
27,34.5665,8.4458,0.64549,1.1369e-13,0,7.5141e-06,1,114007.6521,8.4458,4.9473e-06,4.9473e-06,
28,34.5371,1766.3984,0.66962,1.4901e-08,0,0.066934,1,165480.5639,1766.3984,1.9755e-06,1.9755e-06,
29,34.3006,3270.3544,0.69465,9.3132e-10,0,0.047802,1,646463.4875,3270.3544,3.6651e-07,3.6651e-07,
30,34.0429,69176.4465,0.71885,9.3132e-10,0,0.049498,1,28476639.0301,69176.4465,1.2424e-07,1.2424e-07,
31,33.9023,8567.9798,0.74287,9.3132e-10,0,0.031585,1,28476639.0301,8567.9798,1.2923e-08,1.2923e-08,
32,33.9023,6.3936,0.77185,2.8422e-14,0,1.0786e-06,1,28476639.0301,6.3936,1.2925e-08,1.2925e-08,
33,33.8914,16958.0497,0.79623,3.7253e-09,0,0.020085,0,31976451.3498,16958.0497,5.9576e-09,5.9576e-09,
34,33.8914,8.6568,0.8238,3.5527e-15,0,2.6356e-07,1,31976451.3498,8.6568,5.9584e-09,5.9584e-09,
35,33.8823,2152.0322,0.85006,1.8626e-09,0,0.012909,0,32075469.2632,2152.0322,6.3789e-11,6.3789e-11,
36,33.8823,6.9091,0.87876,2.8422e-14,0,1.4348e-06,1,32075469.2632,6.9091,6.6925e-11,6.6925e-11,
