"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L",
1,20,0.02,1,5000,3600,1e-08,1,9,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,
,,,,,,,,-1,4,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,
,,,,,,,,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,4,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,-1,0,-1,8,-1,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,
,,,,,,,,-1,0,0,-1,-1,5,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,0,-1,-1,0,-1,8,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,
,,,,,,,,-1,0,0,0,-1,0,-1,4,-1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,-1,0,-1,0,0,-1,-1,6,0,0,0,-1,0,0,0,0,0,0,-1,
,,,,,,,,-1,0,0,0,-1,-1,-1,0,0,5,-1,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,,,,,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
,,,,,,,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,
