"iter","time","maxviolation","meanviolation","cost",
0,0,4.3045,4.3045,101.2424,
1,0.17588,0.48074,0.48074,27.0629,
2,0.21428,0.075603,0.075603,27.6318,
3,0.29558,0.021418,0.021418,27.807,
4,0.32518,0.016911,0.016911,27.8292,
5,0.35754,0.013435,0.013435,27.8485,
6,0.38735,0.010761,0.010761,27.8651,
7,0.41941,0.0087156,0.0087156,27.8792,
8,0.45184,0.0071648,0.0071648,27.8911,
9,0.54371,0.0020595,0.0020595,27.9446,
10,0.59711,0.0016238,0.0016238,27.9515,
11,0.65808,0.0012875,0.0012875,27.9576,
12,0.69253,0.0010287,0.0010287,27.9628,
13,0.76668,0.0008303,0.0008303,27.9672,
14,0.80206,0.00067948,0.00067948,27.9709,
15,0.88711,0.0005664,0.0005664,27.974,
16,1.0283,0.00015593,0.00015593,27.9895,
17,1.1154,0.00012343,0.00012343,27.9913,
18,1.2357,9.8385e-05,9.8385e-05,27.993,
19,1.3503,7.9166e-05,7.9166e-05,27.9944,
20,1.4839,6.4514e-05,6.4514e-05,27.9955,
21,1.6376,5.3477e-05,5.3477e-05,27.9965,
22,1.9184,1.4979e-05,1.4979e-05,28.0012,
23,2.076,1.1838e-05,1.1838e-05,28.0018,
24,2.2226,9.4159e-06,9.4159e-06,28.0023,
25,2.2362,7.5548e-06,7.5548e-06,28.0027,
26,2.4243,6.1328e-06,6.1328e-06,28.0031,
27,2.4365,5.0574e-06,5.0574e-06,28.0034,
28,2.7717,1.4395e-06,1.4395e-06,28.0048,
29,2.789,1.1359e-06,1.1359e-06,28.005,
30,2.8051,9.0172e-07,9.0172e-07,28.0052,
31,2.8196,7.2158e-07,7.2158e-07,28.0053,
32,3.1275,7.2158e-07,7.2158e-07,28.0053,
33,3.144,7.2158e-07,7.2158e-07,28.0053,
