"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L",
1,20,0.08,2,5000,3600,1e-08,1,5,-1,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,
,,,,,,,,-1,8,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,
,,,,,,,,0,-1,5,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,
,,,,,,,,0,-1,0,7,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,
,,,,,,,,0,0,-1,-1,8,-1,-1,-1,0,0,0,-1,0,-1,0,-1,0,0,0,0,
,,,,,,,,0,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,-1,0,-1,-1,0,6,-1,0,0,0,0,0,0,0,0,0,-1,0,0,
,,,,,,,,0,-1,0,0,-1,0,-1,4,-1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,-1,0,0,0,0,0,-1,4,0,0,0,-1,0,0,0,0,0,0,0,
,,,,,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,-1,-1,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,-1,0,0,0,0,0,-1,3,-1,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,-1,0,0,-1,3,0,0,0,0,0,-1,0,
,,,,,,,,-1,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,
,,,,,,,,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,-1,
,,,,,,,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,3,-1,0,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,3,-1,0,0,
,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,2,0,0,
,,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,
,,,,,,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,
