"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,85.3762,31.8003,5.3239e-05,NaN,NaN,NaN,NaN,1,37.4051,19.6947,19.6947,
1,77.9442,12.3801,0.022644,2.3842e-07,0,4.6902,1,1,12.5346,1.9619,1.9619,
2,74.2639,10.2577,0.04564,1.4901e-08,0,0.71777,1,1,10.75,3.2158,3.2158,
3,63.0325,10.3156,0.067002,1.1921e-07,0,2.9774,1,1,10.3266,0.47703,0.47703,
4,60.8967,7.2274,0.087984,1.1921e-07,0,1.4381,1,1.0731,7.2665,0.75249,0.75249,
5,54.2072,30.9166,0.1101,1.1921e-07,0,2.3384,1,5.0255,30.929,0.87511,0.87511,
6,53.709,8.2601,0.13289,9.3132e-10,0,0.067899,1,5.0255,8.3125,0.93155,0.93155,
7,53.5491,7.9219,0.15586,4.6566e-10,0,0.027183,1,5.0255,7.9778,0.94269,0.94269,
8,52.3152,8.3401,0.1773,1.4901e-08,0,0.4059,1,5.0255,8.4052,1.0439,1.0439,
9,50.491,20.7942,0.1977,5.9605e-08,0,1.0181,1,5.0255,20.8271,1.1702,1.1702,
10,50.0583,25.7445,0.22784,5.9605e-08,0,1.4369,1,8.1776,25.7454,0.20898,0.20898,
11,49.2823,45.388,0.26541,5.9605e-08,0,0.81811,1,20.7825,45.3881,0.054155,0.054155,
12,49.2067,6.1124,0.29527,2.3283e-10,0,0.013268,1,20.7825,6.1127,0.055427,0.055427,
13,46.92,24.3823,0.31928,0.125,0,1.5648,1,20.7825,24.3823,0.030242,0.030242,
14,46.7176,291.1812,0.34586,1.4901e-08,0,0.16653,1,216.126,291.1812,0.030791,0.030791,
15,46.5837,101.2723,0.37526,1.4901e-08,0,0.25279,1,216.126,101.2723,0.027413,0.027413,
16,46.0239,126.9177,0.40544,2.9802e-08,0,0.4659,1,216.126,126.9177,0.026959,0.026959,
17,46.0194,63.584,0.43362,2.9802e-08,0,0.29033,1,216.126,63.584,0.021455,0.021455,
18,46.0481,193.2366,0.45996,1.1921e-07,0,0.4638,1,216.126,193.2366,0.011704,0.011704,
