"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,73.6417,29.4449,4.7953e-05,NaN,NaN,NaN,NaN,1,61.5235,54.0198,54.0198,
1,53.1878,16.4587,0.014854,2.3842e-07,0,4.5152,1,1,20.809,12.7328,12.7328,
2,43.6281,7.3492,0.029905,5.9605e-08,0,2.4025,1,1,9.6504,6.2545,6.2545,
3,40.943,7.1879,0.045949,2.3842e-07,0,1.5818,1,1,10.3141,7.397,7.397,
4,38.1284,6.637,0.057257,0.125,0,1.1402,1,1.1773,10.3015,7.8785,7.8785,
5,39.0729,4.8315,0.073619,1.1921e-07,0,1.4038,1,1.1773,7.6062,5.8745,5.8745,
6,39.4288,6.2501,0.0933,1.1921e-07,0,1.4647,1,1.6075,7.5864,4.2999,4.2999,
7,43.6744,3.9971,0.1069,0.5,0,1.5287,1,2.1053,4.0523,0.66627,0.66627,
8,56.972,124.3395,0.12293,0.015625,0,4.4257,1,57.1874,124.3396,0.12874,0.12874,
9,53.166,47.2527,0.14372,1.4901e-08,0,0.76376,1,57.1874,47.2529,0.11127,0.11127,
10,51.6059,7.0247,0.16651,3.7253e-09,0,0.24406,1,57.1874,7.0258,0.12352,0.12352,
11,51.5179,180.7196,0.18288,1.1921e-07,0,1.1904,1,88.5419,180.7196,0.093862,0.093862,
12,49.1355,164.0611,0.19929,2.9802e-08,0,0.95496,1,207.6355,164.0611,0.02153,0.02153,
13,48.9546,5.0852,0.21559,3.7253e-09,0,0.083688,1,207.6355,5.0852,0.022014,0.022014,
14,48.5077,5.3663,0.23113,3.7253e-09,0,0.12808,1,207.6355,5.3664,0.02295,0.02295,
15,48.4934,5.4144,0.24905,1.1642e-10,0,0.0040871,1,207.6355,5.4144,0.022974,0.022974,
16,48.4786,5.4974,0.26558,1.1642e-10,0,0.0041387,1,207.6355,5.4975,0.023005,0.023005,
17,48.4635,5.6071,0.28237,1.1642e-10,0,0.0042006,1,207.6355,5.6071,0.023046,0.023046,
18,48.4555,5.6775,0.29944,5.8208e-11,0,0.0021497,1,207.6355,5.6775,0.023061,0.023061,
19,48.4473,5.7592,0.3167,5.8208e-11,0,0.002186,1,207.6355,5.7592,0.023077,0.023077,
