,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.1325e-05
1,0.79543,0.18200999999999998,1.3894,0.11595
2,2.0688,0.22910999999999998,2.0435,0.22663000000000003
3,2.1651,0.29808,2.8199,0.34437
4,2.239,0.39174000000000003,3.5824,0.47291000000000005
5,2.3123,0.54743,4.1613,0.59025
6,2.3526,0.71435,4.794,0.72051
7,2.4241,0.95447,5.2472,0.83021
8,2.4565,1.2278,5.8299,0.9549200000000001
9,2.5225,1.5374,6.5855,1.0806
10,2.5485,1.8322,7.0005,1.2054
11,2.5733,2.1782,7.0271,1.3261
12,2.6025,2.522,7.0534,1.4467
13,2.6531,2.9015,7.0797,1.5653
14,2.6698,2.9556,7.107,1.6824
15,2.6839,3.3642,7.1339999999999995,1.8064
16,2.6966,3.4160000000000004,7.1626,1.9402
17,2.7099,3.4695,7.1904,2.0676
18,2.722,3.5215,7.2197,2.1959999999999997
19,2.7347,3.5762,7.2484,2.3137
20,2.7463,3.6231,7.2784,2.4427
21,2.7608,3.6728,7.3078,2.5691
22,2.7753,3.7209,7.3384,2.6859
23,2.7886,3.7656,7.3696,2.8057
24,2.8019,3.8086,7.4007,2.9253
25,2.818,3.8467,7.4328,3.0495
26,2.8312,3.8858,7.465,3.1725
27,2.8491,3.9245,7.4981,3.2960000000000003
28,2.8658,3.9608,7.5359,3.4357
29,2.8791,3.9979,7.5728,3.5486
30,2.8973,4.0352,7.6076,3.68
31,2.9173,4.0701,7.6428,3.7971
32,2.9374,4.099,7.6754,3.9149
33,2.9573,4.1326,7.7095,4.0359
34,2.9761,4.1628,7.7455,4.1634
35,2.9985,4.1889,7.7793,4.2847
36,3.0215,4.2109,7.8177,4.3977
37,3.0439999999999996,4.2364,7.8518,4.5094
38,3.0659,4.2597,7.8878,4.6161
39,3.0887,4.2859,7.9212,4.7339
40,3.113,4.3068,7.956,4.8484
41,3.1385,4.3325,7.9887,4.9707
42,3.1656,4.3567,8.0241,5.0913
43,3.1947,4.3829,8.0585,5.2106
44,3.221,4.4077,8.0915,5.3326
45,3.2487,4.4328,8.1219,5.4476
46,3.2777,4.4551,8.1573,5.5576
47,3.3064,4.4825,8.1915,5.6809
48,3.3344,4.5049,8.2264,5.8041
49,3.3633,4.5351,8.2623,5.9234
50,3.3936,4.5596,8.2962,6.0466
51,3.4396,4.5855,8.3288,6.1559
52,3.4892,4.6077,8.3637,6.273
53,3.5381,4.6332,8.3973,6.3844
54,3.5855,4.6536,8.4304,6.4935
55,3.6328,4.6795,8.4649,6.6078
56,3.6803,4.6986,8.4979,6.7227
57,3.7288,4.7234,8.532,6.8459
58,3.7758,4.7479,8.5656,6.9697
59,3.8231,4.7698,8.5992,7.0757
60,3.8699,4.7953,8.6319,7.1852
61,3.9187,4.8177,8.6671,7.2971
62,3.9647,4.843,8.7001,7.4163
63,4.0112,4.8655,8.7346,7.5275
64,4.0572,4.891,8.7685,7.6403
65,4.1034,4.9116,8.8017,7.7619
66,4.1492,4.9371,8.8364,7.8834
67,4.1962,4.9615,8.87,7.9986
68,4.2424,4.9882,8.9028,8.1178
69,4.2887,5.0107,8.937000000000001,8.2282
70,4.3348,5.0361,8.9716,8.3442
71,4.3812,5.0611,9.0052,8.4584
72,4.4268,5.0869,9.0383,8.5691
73,4.4732,5.11,9.071,8.687999999999999
74,4.5205,5.1354,9.105,8.8083
75,4.5666,5.1595,9.1379,8.9187
76,4.6136,5.1848,9.1723,9.0316
77,4.66,5.2069,9.206,9.1564
78,4.7116,5.2321,9.2389,9.2769
79,4.7667,5.2538,9.2733,9.3948
80,4.8202,5.2792,9.3061,9.5173
81,4.8715,5.3031,9.3411,9.6409
82,4.921,5.3278,9.3758,9.7612
83,4.9734,5.351,9.4087,9.8806
84,5.0227,5.375,9.4432,10.0002
85,5.0704,5.3964,9.4758,10.1181
86,5.1191,5.4182,9.5098,10.2254
87,5.1665,5.4441,9.5433,10.3456
88,5.2134,5.4672,9.5778,10.4656
89,5.261,5.4927,9.6104,10.5859
90,5.3083,5.5134,9.6451,10.7054
91,5.3557,5.5393,9.6771,10.8187
92,5.4025,5.5633,9.7118,10.9289
93,5.452000000000001,5.5891,9.7454,11.0475
94,5.5084,5.6108,9.7797,11.1684
95,5.5672,5.6364,9.8152,11.2905
96,5.6142,5.6604,9.8473,11.4083
97,5.6683,5.6851,9.8827,11.5195
98,5.7206,5.705,9.9177,11.6285
99,5.7749,5.7307,9.9536,11.7392
100,5.8256,5.7569,9.9859,11.8511
101,5.8779,5.7866,10.0222,11.969000000000001
102,5.9273,5.8114,10.054,12.0799
103,5.9758,5.8378,10.0848,12.1967
104,6.0233,5.8606,10.1177,12.3081
105,6.0713,5.8862,10.1495,12.4168
106,6.1186,5.9104,10.1806,12.5275
107,6.1661,5.936,10.2118,12.6432
108,6.2155,5.9593,10.2421,12.7521
109,6.2637,5.985,10.2745,12.8618
110,6.3127,6.0088,10.3055,12.9694
111,6.3612,6.0363,10.3371,13.0755
112,6.4087,6.0683,10.3682,13.1931
113,6.4562,6.1001,10.399000000000001,13.2995
114,6.5059,6.122999999999999,10.4312,13.4076
115,6.553999999999999,6.1492,10.4618,13.5162
116,6.6023,6.1752,10.4931,13.6341
117,6.6499,6.2011,10.525,13.7522
118,6.6974,6.2254,10.5568,13.8611
119,6.7464,6.2507,10.5883,13.9736
120,6.794,6.2735,10.6199,14.0924
121,6.8417,6.2934,10.6502,14.2012
122,6.8898,6.3189,10.6825,14.3118
123,6.9383,6.3436,10.7153,14.4225
124,6.9858,6.3693,10.7458,14.5348
125,7.0333,6.3889,10.7772,14.6448
126,7.0805,6.4155,10.8068,14.7519
127,7.1283,6.4417,10.8393,14.8683
128,7.1757,6.4673,10.8704,14.9741
129,7.2239,6.4884,10.9006,15.0844
130,7.2761,6.5143,10.9302,15.1957
131,7.3264,6.5392,10.9632,15.3151
132,7.3751,6.5657,10.9942,15.433
133,7.4239999999999995,6.5877,11.0251,15.5499
134,7.4776,6.6132,11.0565,15.6602
135,7.5295,6.6336,11.0872,15.7808
136,7.5767,6.6587,11.1201,15.8863
137,7.6243,6.6806,11.1516,16.0039
138,7.6713,6.7041,11.1844,16.1106
139,7.725,6.7291,11.2162,16.2188
140,7.7719,6.7501,11.2487,16.3383
141,7.8192,6.7769,11.2806,16.4481
142,7.8663,6.797999999999999,11.3122,16.5704
143,7.9123,6.8237,11.3426,16.6894
144,7.9593,6.8456,11.3747,16.7982
145,8.0051,6.8709,11.4043,16.91
146,8.0516,6.8929,11.4362,17.03
147,8.1034,6.9191,11.4666,17.1412
148,8.1508,6.9429,11.4986,17.2613
149,8.1976,6.9663,11.5289,17.3785
150,8.2531,6.9875,11.56,17.4959
151,8.3033,7.0133,11.5913,17.605
152,8.3536,7.0335,11.6215,17.7229
153,8.4015,7.0595,11.6534,17.8443
154,8.4537,7.0837,11.6832,17.9637
155,8.5024,7.1085,11.7158,18.082
156,8.5508,7.1299,11.7471,18.2012
157,8.5978,7.1535,11.777999999999999,18.3202
158,8.6456,7.1787,11.8099,18.4385
159,8.6932,7.1996,11.8402,18.5565
160,8.7426,7.2248,11.8721,18.6673
161,8.7938,7.2474,11.9039,18.7772
162,8.8436,7.2724,11.9358,18.8952
163,8.8926,7.2946,11.967,19.0036
164,8.9411,7.319,12.0,19.1224
165,8.9892,7.343,12.0308,19.2329
166,9.0361,7.3663,12.0625,19.3559
167,9.0871,7.3908,12.0948,19.4744
168,9.1346,7.4128,12.1258,19.5931
169,9.1814,7.4372,12.1586,19.7113
170,9.2285,7.46,12.1905,19.8302
171,9.2791,7.4835,12.2216,19.9409
172,9.3262,7.5076,12.2532,20.0523
173,9.3745,7.5311,12.2852,20.1696
174,9.4235,7.5546,12.3178,20.2759
175,9.4759,7.5773,12.3489,20.3858
176,9.5248,7.6022,12.3816,20.5087
177,9.5738,7.624,12.4125,20.6323
178,9.6223,7.6484,12.4488,20.7404
179,9.6707,7.671,12.4838,20.8482
180,9.7219,7.695,12.5179,20.9674
181,9.7706,7.7193,12.5523,21.0914
182,9.8196,7.7406,12.5852,21.2161
183,9.8687,7.7657,12.6196,21.3385
184,9.9171,7.7871,12.6527,21.4471
185,9.9651,7.8115,12.6866,21.558000000000003
186,10.0131,7.8353,12.7202,21.6742
187,10.0613,7.8564,12.7534,21.7826
188,10.1094,7.8822,12.7847,21.89
189,10.1575,7.9081,12.8151,21.998
190,10.2056,7.9337,12.8476,22.1072
191,10.2537,7.9566,12.8789,22.2294
192,10.3066,7.9827,12.9102,22.3411
193,10.3545,8.0068,12.9417,22.4527
194,10.4023,8.0339,12.9723,22.564
195,10.4516,8.0578,13.0035,22.6806
196,10.5,8.0801,13.0346,22.7875
197,10.5477,8.1054,13.0659,22.8952
198,10.595999999999998,8.1264,13.097000000000001,23.0036
199,10.6439,8.1511,13.1284,23.1138
200,10.6933,8.1749,13.1605,23.2223
201,10.7443,8.2017,13.1962,23.3427
202,10.7929,8.2243,13.2281,23.4512
203,10.8412,8.2477,13.26,23.5592
204,10.8893,8.2722,13.2922,23.6729
205,10.937000000000001,8.2931,13.3244,23.793000000000003
206,10.9847,8.3172,13.356,23.9012
207,11.0328,8.3409,13.3885,24.0079
208,11.0817,8.3608,13.4198,24.1153
209,11.1292,8.3859,13.4515,24.2295
210,11.177,8.4088,13.4835,24.3472
211,11.2249,8.4345,13.5159,24.4586
212,11.2725,8.4576,13.5477,24.5712
213,11.3206,8.4811,13.5787,24.6798
214,11.3681,8.5042,13.6113,24.7977
215,11.4155,8.5278,13.6436,24.916999999999998
216,11.4629,8.5515,13.6768,25.0295
217,11.5112,8.575,13.7101,25.1417
218,11.5584,8.6025,13.7409,25.2527
219,11.6056,8.6272,13.7719,25.3625
220,11.6537,8.6496,13.8027,25.4726
221,11.7018,8.6735,13.8338,25.5805
222,11.7501,8.699,13.8649,25.6975
223,11.7976,8.7185,13.8958,25.8128
224,11.8453,8.745,13.925999999999998,25.9211
225,11.8925,8.7742,13.9575,26.0396
