"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,223.397,0.0024362,28.9082,15.1753,32.7417,
1,247.6596,0.017488,30.5997,4.5526,30.9467,
2,250.7179,0.027219,32.5187,0.0095873,32.5187,
3,249.7059,0.038577,32.5237,2.2764e-05,32.5237,
4,249.7041,0.050354,32.5237,1.2957e-10,32.5237,
5,249.7041,0.062159,32.5237,2.6645e-15,32.5237,
6,249.7041,0.075621,32.5237,4.4409e-16,32.5237,
7,249.7041,0.087353,32.5237,8.8818e-16,32.5237,
8,249.7041,0.10023,32.5237,8.8818e-16,32.5237,
9,249.7041,0.11224,32.5237,1.7764e-15,32.5237,
10,249.7041,0.12473,32.5237,4.4409e-16,32.5237,
11,249.7041,0.135,32.5237,4.4409e-16,32.5237,
12,249.7041,0.14638,32.5237,4.4409e-16,32.5237,
13,249.7041,0.1577,32.5237,1.1102e-16,32.5237,
14,249.7041,0.16694,32.5237,1.1102e-16,32.5237,
15,249.7041,0.17612,32.5237,1.1102e-16,32.5237,
16,249.7041,0.18598,32.5237,1.1102e-16,32.5237,
17,249.7041,0.1988,32.5237,1.1102e-16,32.5237,
18,249.7041,0.20965,32.5237,1.1102e-16,32.5237,
19,249.7041,0.21965,32.5237,1.1102e-16,32.5237,
20,249.7041,0.2327,32.5237,1.1102e-16,32.5237,
21,249.7041,0.24695,32.5237,1.1102e-16,32.5237,
22,249.7041,0.26032,32.5237,1.1102e-16,32.5237,
23,249.7041,0.27327,32.5237,1.1102e-16,32.5237,
24,249.7041,0.28456,32.5237,1.1102e-16,32.5237,
25,249.7041,0.29607,32.5237,1.1102e-16,32.5237,
26,249.7041,0.30528,32.5237,1.1102e-16,32.5237,
27,249.7041,0.31525,32.5237,1.1102e-16,32.5237,
28,249.7041,0.3255,32.5237,1.1102e-16,32.5237,
29,249.7041,0.337,32.5237,1.1102e-16,32.5237,
30,249.7041,0.34997,32.5237,1.1102e-16,32.5237,
31,249.7041,0.36189,32.5237,1.1102e-16,32.5237,
32,249.7041,0.37564,32.5237,1.1102e-16,32.5237,
33,249.7041,0.38764,32.5237,1.1102e-16,32.5237,
34,249.7041,0.39823,32.5237,1.1102e-16,32.5237,
35,249.7041,0.40984,32.5237,1.1102e-16,32.5237,
36,249.7041,0.42224,32.5237,4.4409e-16,32.5237,
37,249.7041,0.43351,32.5237,4.4409e-16,32.5237,
38,249.7041,0.44426,32.5237,4.4409e-16,32.5237,
39,249.7041,0.45713,32.5237,4.4409e-16,32.5237,
40,249.7041,0.47032,32.5237,4.4409e-16,32.5237,
41,249.7041,0.47909,32.5237,4.4409e-16,32.5237,
42,249.7041,0.49136,32.5237,1.1102e-16,32.5237,
43,249.7041,0.50247,32.5237,1.1102e-16,32.5237,
44,249.7041,0.5123,32.5237,1.1102e-16,32.5237,
45,249.7041,0.52506,32.5237,1.1102e-16,32.5237,
46,249.7041,0.53649,32.5237,1.1102e-16,32.5237,
47,249.7041,0.54976,32.5237,1.1102e-16,32.5237,
48,249.7041,0.56145,32.5237,1.1102e-16,32.5237,
49,249.7041,0.57317,32.5237,1.1102e-16,32.5237,
50,249.7041,0.58291,32.5237,1.1102e-16,32.5237,
51,249.7041,0.5923,32.5237,2.2204e-16,32.5237,
52,249.7041,0.60193,32.5237,1.1102e-16,32.5237,
53,249.7041,0.61203,32.5237,1.1102e-16,32.5237,
54,249.7041,0.62189,32.5237,1.1102e-16,32.5237,
55,249.7041,0.63355,32.5237,1.1102e-16,32.5237,
56,249.7041,0.64356,32.5237,1.1102e-16,32.5237,
57,249.7041,0.65324,32.5237,1.1102e-16,32.5237,
58,249.7041,0.66562,32.5237,1.1102e-16,32.5237,
59,249.7041,0.67654,32.5237,4.4409e-16,32.5237,
60,249.7041,0.6872,32.5237,4.4409e-16,32.5237,
61,249.7041,0.6981,32.5237,4.4409e-16,32.5237,
62,249.7041,0.70958,32.5237,4.4409e-16,32.5237,
63,249.7041,0.72247,32.5237,4.4409e-16,32.5237,
64,249.7041,0.73231,32.5237,4.4409e-16,32.5237,
65,249.7041,0.74596,32.5237,4.4409e-16,32.5237,
66,249.7041,0.75874,32.5237,1.1102e-16,32.5237,
67,249.7041,0.76976,32.5237,4.4409e-16,32.5237,
68,249.7041,0.78075,32.5237,4.4409e-16,32.5237,
69,249.7041,0.79325,32.5237,1.1102e-16,32.5237,
70,249.7041,0.8031,32.5237,4.4409e-16,32.5237,
71,249.7041,0.81318,32.5237,4.4409e-16,32.5237,
72,249.7041,0.82572,32.5237,1.1102e-16,32.5237,
73,249.7041,0.8367,32.5237,4.4409e-16,32.5237,
74,249.7041,0.84772,32.5237,4.4409e-16,32.5237,
75,249.7041,0.85674,32.5237,1.1102e-16,32.5237,
76,249.7041,0.86866,32.5237,4.4409e-16,32.5237,
77,249.7041,0.87961,32.5237,4.4409e-16,32.5237,
78,249.7041,0.89055,32.5237,1.1102e-16,32.5237,
