"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,303.702,0.0036135,6.6969,10.6707,15.2905,
1,283.7518,0.0073417,11.0401,9.3369,16.404,
2,247.2884,0.016782,6.3083,1.5208,6.6161,
3,238.9388,0.021988,8.1295,1.7188,8.709,
4,233.8925,0.031182,6.775,2.9171,9.337,
5,218.5055,0.03646,5.0411,2.431,7.9004,
6,200.8564,0.041754,5.3867,2.8027,8.2674,
7,186.834,0.047111,5.7359,2.9814,8.164,
8,183.779,0.053075,5.9031,3.1877,8.5373,
9,179.033,0.059417,7.9938,3.0013,10.2778,
10,174.1815,0.065411,9.0138,3.8589,11.1713,
11,166.7529,0.071147,11.3761,3.9999,13.0872,
12,158.5611,0.076379,16.2208,4.4344,17.4511,
13,151.1539,0.081768,12.951,4.664,14.3664,
14,141.1101,0.086914,10.6881,3.789,11.9218,
15,132.6134,0.092379,7.5976,2.9011,8.7747,
16,127.4373,0.09761,6.4583,2.2469,7.3767,
17,125.4763,0.1022,7.6367,1.2303,8.0091,
18,119.1614,0.10728,2.8439,0.6657,3.2355,
19,116.4329,0.11419,3.4082,0.67844,3.7403,
20,113.3116,0.12173,2.054,0.59106,2.4435,
21,110.9011,0.1284,1.5332,0.67664,1.9725,
22,110.249,0.13342,2.3888,0.68431,2.7617,
23,110.141,0.13776,3.0794,0.36596,3.1708,
24,106.2569,0.1426,1.5469,0.25847,1.6782,
25,105.6992,0.14776,1.7582,0.36847,1.9,
26,103.8293,0.15264,1.2292,0.26533,1.3234,
27,103.4638,0.15857,1.5792,0.20186,1.6269,
28,102.3478,0.16354,1.5127,0.10475,1.5313,
29,102.2831,0.16854,1.5007,0.12269,1.5166,
30,102.0127,0.17282,1.3622,0.083101,1.3772,
31,101.3012,0.17772,0.88315,0.066316,0.89703,
32,100.9182,0.1831,0.55843,0.079527,0.58185,
33,100.7849,0.18898,0.47425,0.042496,0.48846,
34,100.7812,0.19384,0.7953,0.023114,0.79725,
35,100.4799,0.19825,0.67352,0.059592,0.67912,
36,100.3083,0.20527,0.39285,0.052041,0.39951,
37,100.2349,0.2104,0.37604,0.046094,0.38061,
38,100.1336,0.21566,0.28354,0.023471,0.28554,
39,100.065,0.22055,0.26204,0.01245,0.2628,
40,100.0324,0.22509,0.37249,0.0047401,0.37262,
41,100.0015,0.23001,0.15349,0.0027954,0.15362,
42,99.9806,0.23607,0.18069,0.0026462,0.18082,
43,99.9671,0.24167,0.12268,0.0013402,0.12274,
44,99.9462,0.24701,0.079073,0.0011441,0.07909,
45,99.9418,0.25227,0.068878,0.00080945,0.068888,
46,99.9407,0.25752,0.077333,0.00048309,0.077339,
47,99.9382,0.2619,0.056301,0.00044237,0.056305,
48,99.9363,0.26644,0.035213,0.00042634,0.035218,
49,99.935,0.27125,0.02719,0.00021698,0.027192,
50,99.9344,0.27607,0.032063,0.00013931,0.032064,
51,99.934,0.28052,0.026752,4.3262e-05,0.026752,
52,99.9338,0.28519,0.030985,4.0211e-05,0.030985,
53,99.9336,0.29087,0.019373,2.8582e-05,0.019373,
54,99.9335,0.29566,0.023923,1.728e-05,0.023923,
55,99.9334,0.3022,0.013341,1.8021e-05,0.013341,
56,99.9333,0.3075,0.019111,1.7037e-05,0.019111,
57,99.9333,0.31255,0.011303,1.4838e-05,0.011303,
58,99.9331,0.31748,0.013074,9.4012e-06,0.013074,
59,99.9331,0.32327,0.0084958,5.981e-06,0.0084959,
60,99.933,0.32765,0.0080182,3.3199e-06,0.0080182,
61,99.933,0.33206,0.011449,2.6652e-06,0.011449,
62,99.933,0.3369,0.0068824,1.5729e-06,0.0068824,
63,99.933,0.34134,0.0050557,3.1438e-06,0.0050557,
64,99.933,0.34573,0.0034133,1.1154e-06,0.0034133,
65,99.933,0.35058,0.0023505,8.7974e-07,0.0023505,
66,99.933,0.3557,0.0031036,5.2759e-07,0.0031036,
67,99.9329,0.36038,0.0012611,4.6478e-07,0.0012611,
68,99.9329,0.36566,0.00097963,2.5028e-07,0.00097963,
69,99.9329,0.37031,0.0012817,1.7995e-07,0.0012817,
70,99.9329,0.37494,0.00043012,1.2172e-07,0.00043012,
71,99.9329,0.38012,0.00024932,6.4788e-08,0.00024932,
72,99.9329,0.38457,0.00027678,5.5771e-09,0.00027678,
73,99.9329,0.39013,0.00016142,3.1621e-09,0.00016142,
74,99.9329,0.39457,0.00020355,2.1589e-09,0.00020355,
75,99.9329,0.39898,8.9591e-05,2.1245e-09,8.9591e-05,
76,99.9329,0.40358,6.6466e-05,8.8976e-10,6.6466e-05,
77,99.9329,0.40818,6.9698e-05,5.7868e-10,6.9698e-05,
78,99.9329,0.41305,2.1824e-05,2.6145e-10,2.1824e-05,
79,99.9329,0.41754,3.023e-05,1.5043e-10,3.023e-05,
80,99.9329,0.42188,9.5232e-06,8.3048e-11,9.5232e-06,
81,99.9329,0.42645,9.5111e-06,2.3439e-11,9.5111e-06,
82,99.9329,0.43096,4.5418e-06,1.0081e-11,4.5418e-06,
83,99.9329,0.43545,5.1509e-06,2.7951e-12,5.1509e-06,
84,99.9329,0.44032,1.0151e-06,6.5348e-13,1.0151e-06,
85,99.9329,0.44499,1.3929e-06,4.0323e-13,1.3929e-06,
86,99.9329,0.44944,3.4746e-07,1.3034e-13,3.4746e-07,
