"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,222.7653,0.0039805,11.6501,6.3693,13.2778,
1,212.575,0.012984,7.4269,0.42817,7.4525,
2,201.5611,0.021805,13.1555,1.0229,13.4102,
3,182.4587,0.034604,12.3221,1.9011,12.6977,
4,173.0619,0.04494,5.7233,2.1963,6.6966,
5,169.561,0.054576,7.999,3.1959,9.2189,
6,160.4138,0.064558,6.9497,3.0484,8.2478,
7,153.5588,0.074901,8.6581,3.0259,10.0753,
8,146.9462,0.08513,9.2905,2.7162,11.001,
9,140.6431,0.094556,9.7921,2.6975,11.7077,
10,129.6709,0.10412,7.7314,2.2148,9.5811,
11,109.9794,0.11315,6.8839,2.0995,8.3976,
12,98.8859,0.12281,6.1249,2.1767,7.494,
13,91.0656,0.13227,8.4679,1.8288,9.2604,
14,86.9892,0.14162,6.9479,2.2396,8.183,
15,78.529,0.15095,4.7849,2.1659,6.1631,
16,70.6261,0.1604,4.9406,2.0409,6.2748,
17,68.0978,0.16964,4.3125,1.5774,5.5514,
18,66.5696,0.17881,4.3244,1.261,5.1301,
19,62.8255,0.18933,4.6487,0.94939,5.1143,
20,61.5097,0.1985,4.7834,1.6209,5.2339,
21,56.4696,0.20779,4.6602,2.0542,5.2538,
22,54.6771,0.21694,4.5767,2.9951,5.7651,
23,52.3222,0.22692,3.8429,1.6662,4.5563,
24,50.8698,0.23615,4.4957,3.1234,5.7182,
25,48.187,0.24565,3.6487,1.0324,3.963,
26,46.2619,0.25478,2.8624,1.7742,3.4951,
27,44.1469,0.26381,2.7296,1.502,3.1682,
28,43.4897,0.27401,2.9413,0.822,3.0793,
29,43.1366,0.28538,2.6969,0.1405,2.706,
30,42.8272,0.29423,2.4043,0.18609,2.4311,
31,42.0919,0.3028,1.8233,0.15451,1.8399,
32,41.7268,0.31327,1.2243,0.079578,1.2336,
33,41.7675,0.322,1.4974,0.074177,1.501,
34,41.4369,0.33206,1.2582,0.052387,1.2613,
35,41.313,0.34058,1.2759,0.067503,1.2819,
36,41.0329,0.34936,1.3157,0.032841,1.3179,
37,40.9222,0.35915,1.1581,0.077666,1.1629,
38,40.6694,0.36805,1.0964,0.048322,1.0989,
39,40.4661,0.37743,1.1412,0.048327,1.1439,
40,40.3037,0.38669,0.80954,0.028801,0.81118,
41,40.1606,0.39639,0.79813,0.017824,0.79895,
42,40.0472,0.40513,0.75152,0.017092,0.75251,
43,39.8952,0.41447,0.95948,0.00073058,0.95948,
44,39.7652,0.42458,0.89631,0.016428,0.89758,
45,39.6519,0.43381,0.63574,0.025501,0.63979,
46,39.6122,0.44273,0.69768,0.024209,0.70076,
47,39.482,0.45133,0.73309,0.051297,0.73622,
48,39.3829,0.46131,0.54194,0.026721,0.54336,
49,39.3558,0.47006,0.24083,0.0078692,0.24136,
50,39.318,0.47885,0.2292,0.0048968,0.22947,
51,39.3162,0.48727,0.18914,0.0049946,0.18941,
52,39.3015,0.49584,0.19375,0.0029,0.19384,
53,39.2878,0.50417,0.076622,0.0051774,0.07685,
54,39.2871,0.51235,0.11379,0.0011846,0.11382,
55,39.2821,0.52147,0.11571,0.0010589,0.11573,
56,39.2803,0.52988,0.058665,0.0011473,0.058686,
57,39.2789,0.53867,0.049108,0.00059773,0.049119,
58,39.278,0.54688,0.062442,0.0005627,0.062449,
59,39.2766,0.556,0.032681,0.00050384,0.032688,
60,39.276,0.56529,0.025518,0.00018663,0.02552,
61,39.2759,0.57388,0.021053,8.7122e-05,0.021053,
62,39.2757,0.58249,0.0224,5.274e-05,0.022401,
63,39.2755,0.59104,0.011945,3.4707e-05,0.011945,
64,39.2755,0.59986,0.0078922,1.3423e-05,0.0078922,
65,39.2755,0.60831,0.0027702,7.6887e-06,0.0027702,
66,39.2755,0.61759,0.0022991,1.3068e-06,0.0022991,
67,39.2755,0.62674,0.0022105,1.0857e-06,0.0022105,
68,39.2755,0.63562,0.0015537,5.9547e-07,0.0015537,
69,39.2754,0.6445,0.0011422,4.7981e-07,0.0011422,
70,39.2754,0.65304,0.00047879,7.7517e-08,0.00047879,
71,39.2754,0.66154,0.00036823,4.4412e-08,0.00036823,
72,39.2754,0.66997,0.00021684,2.2211e-08,0.00021684,
73,39.2754,0.67848,0.00020511,9.8908e-09,0.00020511,
74,39.2754,0.68675,7.9948e-05,3.0716e-09,7.9948e-05,
75,39.2754,0.69586,3.0772e-05,3.2097e-10,3.0772e-05,
76,39.2754,0.70489,3.1201e-05,2.0865e-10,3.1201e-05,
77,39.2754,0.71338,1.3857e-05,4.268e-11,1.3857e-05,
78,39.2754,0.72237,4.4555e-06,5.7689e-12,4.4555e-06,
79,39.2754,0.73088,1.3282e-06,1.1318e-12,1.3282e-06,
80,39.2754,0.73967,7.003e-07,2.0073e-13,7.003e-07,
