"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,24.1059,5.5408,0.00011743,NaN,NaN,NaN,NaN,1,5.5496,0.17907,0.030937,
1,23.4698,9.7246,0.082641,1,0,0.5058,1,10.2678,9.7246,2.2884e-11,2.9081e-12,
2,23.4698,88.1819,0.21403,0.014781,0,6.4331e-07,1,122.3736,88.1819,1.4287e-09,1.1584e-10,
3,23.4696,6.3473,0.28362,1,0,0.00013186,1,122.3736,6.3473,1.777e-07,1.4554e-08,
4,22.2041,5.3319,0.35467,1,0,0.66879,1,122.3736,5.3319,0,0,
5,21.9132,3.0565,0.44493,0.042391,0,0.16021,1,122.3736,3.0565,0.0017325,5.414e-05,
6,21.2752,2.9256,0.54586,0.088629,0,0.58493,1,122.3736,2.9256,0.0041078,0.00016677,
7,18.5332,1.4945,0.63311,0.6561,0,2.2889,1,122.3736,1.4946,0.015864,0.00056465,
8,18.141,2.3547,0.72405,0.079766,0,1.3647,1,122.3736,2.3548,0.010975,0.00034297,
9,18.141,2.7242,0.9523,3.6923e-11,0,5.194e-10,1,122.3736,2.7242,0.010975,0.00034297,
10,18.8353,1.7696,1.0402,0.34868,0,2.5189,1,122.3736,1.7696,0,0,
11,17.4967,0.80092,1.1223,0.20589,0,0.61725,1,122.3736,0.80092,0,0,
12,17.4632,0.71203,1.2236,0.013303,0,0.019221,1,122.3736,0.71203,0.00024819,7.7561e-06,
13,17.4632,0.92088,1.4254,2.46e-10,0,1.5943e-09,1,122.3736,0.92088,0.00024819,7.7561e-06,
14,16.0442,0.46771,1.4992,0.9,0,1.3287,1,122.3736,0.46776,0.0063483,0.00025739,
15,16.0274,0.19914,1.5693,1,0,0.64642,1,122.3736,0.19914,0,0,
16,15.4941,0.086123,1.648,0.729,0,0.42599,1,122.3736,0.086149,0.0015538,9.3995e-05,
17,15.4111,0.031365,1.7228,0.729,0,0.12261,1,122.3736,0.031369,0.00049726,2.1324e-05,
18,15.3748,0.023726,1.7921,1,0,0.066637,1,122.3736,0.023726,2.3556e-05,2.305e-06,
19,15.3748,0.028773,1.9737,6.4478e-09,0,3.5997e-10,1,122.3736,0.028773,2.3556e-05,2.305e-06,
20,15.3744,0.019352,2.0536,0.16677,0,0.0076199,1,122.3736,0.019352,1.6062e-05,1.3758e-06,
21,15.3744,0.01654,2.207,4.8469e-07,0,1.7976e-08,1,122.3736,0.01654,1.6062e-05,1.3758e-06,
22,15.3795,0.018569,2.2929,0.07179,0,0.0081292,1,122.3736,0.018569,1.4214e-07,8.4522e-09,
23,15.3761,0.0099483,2.375,0.22877,0,0.006973,1,122.3736,0.0099483,1.0999e-07,6.5413e-09,
