"initialppoint","repeat","row_dim","col_dim","rank","lc_dim","mineigval_correction","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,4,1,1,1e-05,6,10000,180,1,1,1,0,0,-0.21928,0.34431,0,0,
,,,,,,,,,,,1,0,1,0,0.10122,0,0.28104,0,
