"initialppoint","repeat","row_dim","col_dim","rank","lc_dim","mineigval_correction","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,1,1e-05,5,10000,180,1,0,0,1,0,0,0.15582,
,,,,,,,,,,,1,1,0,0.066222,0.19366,0,
