"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,37.3135,9.7262,0.00016236,NaN,NaN,NaN,NaN,1,10.3352,2.9837,2.4022,
1,31.434,5.2946,0.33887,4.3622e-07,0,3.9284,1,2.9017,6.1032,2.305,2.1402,
2,31.8249,8.0822,0.42471,3.4796e-08,0,3.3576,1,2.9017,8.1196,0.67051,0.53351,
3,28.5908,3.1739,0.44677,0.9,0,2.0426,1,2.9017,3.284,0.84,0.45664,
4,27.8589,1.0641,0.46904,1,0,1.1318,1,2.9017,1.1001,0.20204,0.19733,
5,27.8478,2.1464,0.55755,0.38742,0,4.3463,1,2.9017,2.1644,0.25906,0.18154,
6,27.9152,0.27707,0.56804,1,0,0.50276,1,2.9017,0.28184,0.048342,0.03324,
7,27.9607,0.20028,0.57683,0.9,0,0.4277,1,2.9017,0.20283,0.026538,0.022288,
8,27.939,0.012889,0.58547,1,0,0.048149,1,2.9017,0.012897,0.00039002,0.00028245,
9,27.9387,6.0942e-05,0.59781,1,0,0.011425,1,2.9017,6.14e-05,7.4349e-06,4.1427e-06,
10,27.9387,4.9284e-09,0.6106,1,0,8.4951e-05,1,2.9017,4.9473e-09,4.2739e-10,2.45e-10,
11,27.9387,1.3285e-13,0.62136,1,0,8.6066e-09,1,2.9017,1.4534e-13,5.7038e-14,3.5957e-14,
