,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,0.00023272
1,0.6388199999999999,0.14073,1.4825,0.33857
2,1.7209,0.37482,2.3291,0.42791999999999997
3,1.8491,0.38711,3.6288,0.49903000000000003
4,1.9603,0.40918000000000004,4.2103,0.57334
5,1.9771,0.46111,4.6781,0.68633
6,2.021,0.47236999999999996,4.9745,0.77341
7,2.0543,0.69357,4.9919,0.83575
8,2.1332,0.6977,5.3953,0.89617
9,2.1497,0.7117600000000001,5.4144,0.9627700000000001
10,2.1763,0.74261,5.4316,1.0282
11,2.2142,0.7614,5.449,1.0922
12,2.2292,0.77458,5.468,1.1513
13,2.2732,0.78689,5.4865,1.2085
14,2.2888,0.8013100000000001,5.5054,1.2719
15,2.305,0.81512,5.5221,1.3323
16,2.3221,0.83019,5.5417,1.3917
17,2.3447,0.84267,5.5587,1.4501
18,2.3614,0.85803,5.5803,1.5077
19,2.3805,0.8713700000000001,5.5988,1.5855
20,2.3974,0.88615,5.6209,1.6626
21,2.4183,0.9014200000000001,5.6691,1.7387
22,2.4379,0.91763,5.6936,1.8197
23,2.457,0.9330799999999999,5.7167,1.9005
24,2.479,0.94958,5.7417,1.9789
25,2.5009,0.9655600000000001,5.7679,2.0575
26,2.5229,0.98261,5.7943,2.134
27,2.5421,1.0016,5.8179,2.2093
28,2.5664,1.0205,5.8416,2.2847
29,2.5894,1.0372,5.8683,2.3601
30,2.6116,1.0561,5.8946,2.4361
31,2.6387,1.0745,5.9239999999999995,2.5117
32,2.6639999999999997,1.0951,5.9471,2.5877
33,2.6907,1.1108,5.9748,2.6713
34,2.7175,1.1307,6.0003,2.7526
35,2.7455,1.1457,6.0275,2.8337
36,2.7904,1.1656,6.0489,2.9099
37,2.8342,1.1846,6.0791,2.9853
38,2.8783,1.2036,6.105,3.0611
39,2.92,1.2198,6.1321,3.1367
40,2.9635,1.2388,6.1552,3.2122
41,3.0052,1.2582,6.1822,3.292
42,3.0492,1.2735,6.2095,3.3726
43,3.0912,1.2934,6.2377,3.4539999999999997
44,3.1319999999999997,1.3113,6.2635,3.5339
45,3.175,1.33,6.2923,3.612
46,3.2168,1.3501,6.3161,3.6904
47,3.2616,1.3708,6.3448,3.7669
48,3.3033,1.3968,6.37,3.844
49,3.3441,1.4172,6.3966,3.918
50,3.3847,1.4385,6.4207,3.9931
51,3.4243,1.4598,6.4475,4.0717
52,3.4636,1.4804,6.4708,4.1494
53,3.503,1.5123,6.5038,4.2275
54,3.5439,1.5345,6.5298,4.3053
55,3.5838,1.5565,6.5582,4.3803
56,3.6241,1.5781,6.5811,4.4543
57,3.6641,1.5983,6.6079,4.5276
58,3.7051,1.6203,6.6309,4.6006
59,3.7486,1.6401,6.6587,4.6742
60,3.7922,1.6618,6.6827,4.7466
61,3.8339,1.6827,6.7099,4.8207
62,3.8743,1.7009999999999998,6.7351,4.8946
63,3.9186,1.7235,6.7701,4.9686
64,3.9614,1.7439,6.7921,5.0427
65,4.0019,1.7636,6.819,5.1155
66,4.042,1.7825,6.8438,5.188
67,4.0837,1.8005,6.8776,5.2599
68,4.1259,1.8212,6.8993,5.3328
69,4.1665,1.8374,6.9284,5.4051
70,4.2133,1.8587,6.9553,5.4786
71,4.2554,1.8777,6.9829,5.5509
72,4.2967,1.8939,7.0045,5.6231
73,4.3387,1.9143,7.0352,5.6949
74,4.3854,1.9322,7.0594,5.7663
75,4.4272,1.953,7.0859,5.8386
76,4.4696,1.9717,7.1096,5.9103
77,4.5115,1.9931,7.1373,5.9821
78,4.5521,2.0099,7.1637,6.0549
79,4.5925,2.0307,7.1951,6.1262
80,4.6328,2.048,7.2162,6.1973
81,4.6801,2.0691,7.2428,6.2681
82,4.724,2.0872,7.2659,6.3475
83,4.7645,2.108,7.291,6.4225
84,4.8048,2.1268,7.3123,6.4942
85,4.8522,2.1481,7.3375,6.5643
86,4.8929,2.1658,7.3627,6.6365
87,4.9333,2.1865,7.3878,6.7076
88,4.9753,2.2037,7.4079,6.7776
89,5.0229,2.2239,7.4333,6.8485
90,5.0649,2.2428,7.4574,6.9178
91,5.1056,2.2577,7.4825,6.9884
92,5.1464,2.2787,7.5036,7.0595
93,5.1951,2.2984,7.5295,7.1304
94,5.2385,2.3188,7.5543,7.202000000000001
95,5.2793,2.3345,7.5799,7.2734
96,5.3191,2.3554,7.6019,7.3455
97,5.3588,2.3722,7.6272,7.4146
98,5.4007,2.3923,7.6503,7.4827
99,5.4402,2.4108,7.6754,7.5514
100,5.4839,2.4351,7.6997,7.6201
101,5.5257,2.4547,7.729,7.6914
102,5.5663,2.476,7.7544,7.7596
103,5.6061,2.4943,7.7801,7.8274
104,5.6458,2.5155,7.8025,7.8964
105,5.6852,2.5322,7.8279,7.9643
106,5.726,2.553,7.8545,8.0321
107,5.7656,2.5723,7.8809,8.1038
108,5.8046,2.5921,7.9046,8.1726
109,5.8445,2.6072,7.9394,8.2406
110,5.8836,2.6278,7.9644,8.315
111,5.9228,2.6473,7.9925,8.3852
112,5.9625,2.6653,8.016,8.4555
113,6.0023,2.6825,8.0425,8.5244
114,6.0416,2.7019,8.0649,8.5919
115,6.0807,2.7223,8.0901,8.6604
116,6.1199,2.7399,8.1128,8.7283
117,6.1597,2.7605,8.1394,8.7952
118,6.2016,2.7771,8.1619,8.8618
119,6.2435,2.7976,8.187000000000001,8.9281
120,6.2832,2.8174,8.2089,8.9947
121,6.3233,2.8381,8.2361,9.0617
122,6.3634,2.8558,8.2617,9.1283
123,6.4041,2.8760000000000003,8.2897,9.1942
124,6.4452,2.8913,8.3114,9.2599
125,6.486000000000001,2.9127,8.3375,9.3268
126,6.5273,2.9306,8.3611,9.397
127,6.5687,2.9505,8.3868,9.4644
128,6.6088,2.9697,8.4089,9.5296
129,6.6488,2.9848,8.4349,9.5949
130,6.6902,3.0042,8.4587,9.6604
131,6.7322,3.025,8.4862,9.7259
132,6.7735,3.0396,8.5081,9.7902
133,6.8143,3.0602,8.5336,9.8564
134,6.8545,3.0796,8.555,9.9221
135,6.8948,3.0985,8.5796,9.9938
136,6.9346,3.1151,8.6083,10.0636
137,6.9752,3.135,8.6345,10.1285
138,7.0153,3.1525,8.6559,10.1925
139,7.0555,3.1723,8.6806,10.2572
140,7.0956,3.1888,8.7034,10.3225
141,7.1362,3.2097,8.7366,10.3909
142,7.1791,3.2258,8.7593,10.4572
143,7.2221,3.2462,8.7849,10.5216
144,7.2622,3.2656,8.8084,10.5861
145,7.3029,3.2855,8.8344,10.6497
146,7.3432,3.3022,8.8563,10.716
147,7.3845,3.3224,8.8809,10.7785
148,7.4277,3.3395,8.9048,10.8411
149,7.4678,3.3593,8.9305,10.9041
150,7.5077,3.3764,8.9571,10.9659
151,7.5476,3.3968,8.9817,11.0274
152,7.5903,3.4157,9.003,11.0889
153,7.6303,3.4359,9.0274,11.1497
154,7.6708,3.4529,9.05,11.2104
155,7.7134,3.4730000000000003,9.0809,11.2705
156,7.7563,3.4915,9.1026,11.3312
157,7.7969,3.5125,9.1269,11.3918
158,7.8412,3.5287,9.149,11.4518
159,7.882000000000001,3.5503,9.1733,11.5124
160,7.9227,3.5671,9.1999,11.5719
161,7.9643,3.5873,9.226,11.6309
162,8.0054,3.6041,9.2489,11.6905
163,8.052999999999999,3.6239999999999997,9.2743,11.7486
164,8.0963,3.6418,9.2975,11.8069
165,8.1386,3.6615,9.3285,11.8655
166,8.183,3.6781,9.3506,11.923
167,8.2252,3.699,9.3752,11.9798
168,8.2662,3.7153,9.397,12.0365
169,8.308,3.7382,9.4277,12.0936
170,8.3514,3.7575,9.4499,12.1503
171,8.3928,3.7771,9.4749,12.2065
172,8.4348,3.7935,9.4963,12.2628
173,8.4754,3.8129,9.527000000000001,12.3194
174,8.5159,3.8313,9.5491,12.3766
175,8.5565,3.8474,9.5738,12.4356
176,8.5973,3.8680000000000003,9.5953,12.494000000000002
177,8.6398,3.8864,9.6265,12.5509
178,8.682,3.9057,9.6495,12.6072
179,8.7227,3.9236,9.6743,12.6644
180,8.7628,3.9419,9.6988,12.722000000000001
