"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,-0.24101,5.134,0.00013857,NaN,NaN,NaN,NaN,1,5.2718,0.36408,0.073041,
1,-0.54584,0.68395,0.27852,1,0,1.2855,1,1,0.68395,1.6013e-15,6.4052e-17,
2,-0.62415,0.18677,0.33223,1,0,0.82367,1,1,0.18677,0,0,
3,-0.63234,0.0093783,0.37986,1,0,0.2219,1,1,0.0093783,0,0,
4,-0.63239,0.00074495,0.45673,1,0,0.01677,1,1,0.00074495,0,0,
5,-0.63239,0.00014135,0.55534,1,0,0.0021859,1,1,0.00014135,0,0,
6,-0.63239,2.4803e-05,0.58673,1,0,0.00037139,1,1,2.4803e-05,1.1987e-15,5.9129e-17,
7,-0.63239,4.3114e-06,0.61638,1,0,6.4338e-05,1,1,4.3114e-06,0,0,
8,-0.63239,7.4852e-07,0.65736,1,0,1.1166e-05,1,1,7.4852e-07,0,0,
9,-0.63239,1.2993e-07,0.69363,1,0,1.9381e-06,1,1,1.2993e-07,0,0,
10,-0.63239,2.2554e-08,0.72349,1,0,3.3641e-07,1,1,2.2554e-08,0,0,
11,-0.63239,3.9148e-09,0.75276,1,0,5.8394e-08,1,1,3.9148e-09,0,0,
12,-0.63239,6.7953e-10,0.78381,1,0,1.0136e-08,1,1,6.7953e-10,0,0,
13,-0.63239,1.1795e-10,0.81594,1,0,1.7594e-09,1,1,1.1795e-10,0,0,
14,-0.63239,2.0471e-11,0.84952,1,0,3.0541e-10,1,1,2.0473e-11,0,0,
