"iter","time","dist","rho","maxviolation","meanviolation","cost","maxabsLagMult","KKT_residual","LagGradNorm",
0,0,NaN,1,0,0,21.4243,1,5.6704,5.6704,
1,0.12768,8.9822,3.3333,1.1566,0.081,9.5239,2.1566,3.4686,0.09161,
2,0.15105,8.9822,3.3333,0.27293,0.019689,12.213,3.0663,1.1249,0.072626,
3,0.16967,1.6897,3.3333,0.0744,0.0073444,13.2691,3.2677,0.32582,0.045188,
4,0.18765,0.34368,3.3333,0.027903,0.0027291,13.6231,3.3061,0.10805,0.044953,
5,0.20088,0.13432,11.1111,0.022142,0.0015125,13.7337,3.3051,0.055267,0.023405,
6,0.2248,0.031055,11.1111,0.013217,0.00066884,13.7644,3.3085,0.035042,0.018459,
7,0.24068,0.063004,37.037,0.011818,0.00048111,13.7787,3.3062,0.032659,0.017996,
8,0.27313,0.0075777,37.037,0.0084821,0.00028842,13.7861,3.3051,0.028448,0.018327,
9,0.2991,0.041161,37.037,0.0063925,0.00023007,13.7891,3.3077,0.020614,0.010605,
10,0.3266,0.030495,37.037,0.0049312,0.0001659,13.7938,3.3094,0.018472,0.011481,
11,0.35374,0.016305,37.037,0.0035356,0.00011136,13.7984,3.3086,0.012726,0.006731,
12,2.048,0.017469,123.4568,0.016635,0.0010752,13.6831,3.4857,0.065863,0.015671,
13,3.5493,6.1819,123.4568,0.0036733,0.00049259,13.7293,3.7473,0.16616,0.1658,
14,4.3578,8.9499,411.5226,0.0084778,0.00042464,13.6927,4.794,0.04369,0.0043798,
15,5.641,1.4427,411.5226,0.00020854,1.7096e-05,13.7444,4.7252,0.088073,0.088066,
16,6.827,0.82071,411.5226,0.00014891,7.5561e-06,13.7439,4.6715,0.015506,0.015485,
17,8.0258,0.15889,1371.7421,2.1817e-05,1.7837e-06,13.7432,4.6085,0.034631,0.034623,
18,9.2833,0.6793,1371.7421,4.3883e-05,4.2336e-06,13.7413,4.6687,0.014618,0.014616,
19,10.5711,0.13272,4572.4737,4.3378e-05,2.8099e-06,13.7406,4.6616,0.075075,0.075075,
20,11.9065,0.35326,4572.4737,1.4079e-05,2.0578e-06,13.7393,4.726,0.1063,0.1063,
