,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.6816999999999998e-05,-3
1,0.0,0.0,0.0,2.6816999999999998e-05,-2
2,0.0,0.0,0.0,2.6816999999999998e-05,-1
3,0.6048600000000001,0.0,0.79074,0.04386,0
4,0.6048600000000001,0.052842999999999994,0.79074,0.17289000000000002,1
5,0.6048600000000001,0.052842999999999994,0.98341,0.6794399999999999,2
6,0.6048600000000001,0.052842999999999994,1.0987,0.7270300000000001,3
7,0.64912,0.08794600000000001,1.1684,0.7270300000000001,4
8,0.78996,0.14867,1.2715,0.7270300000000001,5
9,0.9267200000000001,1.2175,,0.77331,6
10,,30.8278,,0.77331,7
11,,,,0.77331,8
12,,,,0.77331,9
