,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.7545e-05,-3
1,0.0,0.0,0.0,2.7545e-05,-2
2,0.0,0.0,0.0,2.7545e-05,-1
3,0.66233,0.0,0.85311,0.21995,0
4,0.79001,0.05179500000000001,0.85311,0.63825,1
5,0.79001,0.05179500000000001,0.93332,0.68438,2
6,0.79001,0.05179500000000001,1.0448,0.73338,3
7,0.8035899999999999,0.10082999999999999,1.0731,0.7840199999999999,4
8,0.86411,0.17417,1.1883,0.7840199999999999,5
9,0.99244,,,0.7840199999999999,6
10,,,,0.7840199999999999,7
11,,,,0.828,8
12,,,,0.828,9
