,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.7972e-05,-3
1,0.0,0.0,0.0,2.7972e-05,-2
2,0.0,0.0,0.0,2.7972e-05,-1
3,0.40893,0.041719,0.80218,0.042858999999999994,0
4,0.44023999999999996,0.041719,0.80218,0.21345,1
5,0.44023999999999996,0.041719,0.80218,0.48453999999999997,2
6,0.44023999999999996,0.041719,0.85977,0.48453999999999997,3
7,0.48063999999999996,0.083131,0.9077200000000001,0.53159,4
8,0.5526300000000001,0.17589000000000002,1.1159999999999999,0.61754,5
9,,,,1.0066,6
10,,,,1.6715,7
11,,,,3.0591,8
