,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.8749000000000002e-05,-3
1,0.0,0.0,0.0,2.8749000000000002e-05,-2
2,0.0,0.0,0.0,2.8749000000000002e-05,-1
3,1.2457,0.12758,0.22734000000000001,0.088837,0
4,1.8962,0.12758,0.22734000000000001,0.13142,1
5,2.4622,0.12758,0.22734000000000001,0.29975999999999997,2
6,2.5317,0.12758,0.43700000000000006,0.29975999999999997,3
7,2.5382,0.17904,0.47897,0.34165,4
8,2.5941,0.43006000000000005,0.78142,0.34165,5
9,2.7278,0.49941,22.4166,0.42539,6
10,,,,0.72353,7
11,,,,1.9056,8
