,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.8583e-05,-3
1,0.0,0.0,0.0,2.8583e-05,-2
2,0.0,0.0,0.0,2.8583e-05,-1
3,0.68133,0.047835,0.9462799999999999,0.13451,0
4,0.68133,0.047835,0.9462799999999999,0.26795,1
5,0.6943,0.047835,1.0795,0.8014899999999999,2
6,0.6943,0.047835,1.2793,0.8851399999999999,3
7,0.7205699999999999,0.10479000000000001,1.3688,0.8851399999999999,4
8,0.7844800000000001,0.22236999999999998,1.4715,0.8851399999999999,5
9,0.83967,1.4239,,0.9265899999999999,6
10,,57.0353,,2.0759,7
11,,,,6.5519,8
