,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.5844000000000002e-05,-3
1,0.0,0.0,0.0,2.5844000000000002e-05,-2
2,0.0,0.0,0.0,2.5844000000000002e-05,-1
3,0.64432,0.13635999999999998,0.5189,0.088146,0
4,0.84755,0.13635999999999998,0.5189,0.18170999999999998,1
5,0.84755,0.13635999999999998,0.62271,0.41977,2
6,0.84755,0.13635999999999998,0.75383,0.46406000000000003,3
7,0.86746,0.17800000000000002,0.80185,0.46406000000000003,4
8,1.0784,0.34323000000000004,0.9500200000000001,0.50832,5
9,1.459,,,0.50832,6
10,,,,0.50832,7
11,,,,0.55273,8
12,,,,0.55273,9
13,,,,0.55273,10
