,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.6849e-05,-3
1,0.0,0.0,0.0,2.6849e-05,-2
2,0.0,0.0,0.0,2.6849e-05,-1
3,1.2608,0.27126999999999996,0.8283299999999999,0.041804,0
4,2.1091,0.27126999999999996,0.8283299999999999,0.20037,1
5,3.0123,0.27126999999999996,1.158,0.56825,2
6,3.0989999999999998,0.27126999999999996,4.0467,0.72631,3
7,14.495999999999999,0.30758,4.0467,0.72631,4
8,14.495999999999999,0.41113999999999995,4.0962,0.7642,5
9,,31.2089,12.7825,0.7642,6
10,,,,0.7642,7
11,,,,0.80155,8
12,,,,0.80155,9
13,,,,0.80155,10
