,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.6836e-05,-3
1,0.0,0.0,0.0,2.6836e-05,-2
2,0.0,0.0,0.0,2.6836e-05,-1
3,1.1723,0.0,0.7044600000000001,0.092337,0
4,1.2158,0.030572000000000002,0.7044600000000001,0.41802,1
5,1.2158,0.030572000000000002,0.7527699999999999,0.46326000000000006,2
6,1.2158,0.030572000000000002,0.78265,0.46326000000000006,3
7,1.2158,0.053863,0.86849,0.50629,4
8,1.2586,0.1297,1.0544,0.50629,5
9,1.4229,4.5317,2.5147,0.50629,6
10,,,25.625999999999998,0.50629,7
11,,,,0.54818,8
