,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.6654e-05,-3
1,0.0,0.0,0.0,2.6654e-05,-2
2,0.0,0.0,0.0,2.6654e-05,-1
3,0.43906000000000006,0.0,0.8865299999999999,0.048889999999999996,0
4,0.52047,0.15750999999999998,0.8865299999999999,0.21661,1
5,0.52047,0.15750999999999998,0.8865299999999999,0.25631,2
6,1.6028,0.29375999999999997,0.9507700000000001,0.25631,3
7,1.7139,1.705,1.2979,0.29600000000000004,4
8,1.7869,14.9431,1.9406,0.29600000000000004,5
9,2.0378,,,0.29600000000000004,6
10,,,,0.33446,7
