,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.652e-05,-3
1,0.0,0.0,0.0,2.652e-05,-2
2,0.0,0.0,0.0,2.652e-05,-1
3,0.32241,0.16360999999999998,0.12745,0.19815,0
4,0.38166,0.16360999999999998,0.12745,0.47283000000000003,1
5,0.43104,0.16360999999999998,0.37256999999999996,0.51468,2
6,0.49231,0.16360999999999998,0.57471,0.60674,3
7,0.54677,0.21036999999999997,0.67056,0.60674,4
8,0.5837100000000001,0.26855,0.9006299999999999,0.65358,5
9,0.6761699999999999,0.46343,,0.65358,6
10,0.7530100000000001,,,0.65358,7
11,,,,0.69516,8
12,,,,0.69516,9
13,,,,0.69516,10
14,,,,0.69516,11
