,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,2.885e-05,-3
1,0.0,0.0,0.0,2.885e-05,-2
2,0.0,0.0,0.0,2.885e-05,-1
3,1.6058,0.16639,0.49968999999999997,0.07987899999999999,0
4,4.1878,0.16639,0.49968999999999997,0.23246,1
5,7.0714,0.16639,1.7796,0.31127,2
6,11.4805,0.16639,3.3036,0.38799999999999996,3
7,,0.23826999999999998,4.8403,0.38799999999999996,4
8,,0.67806,5.5721,0.46658999999999995,5
9,,,,0.46658999999999995,6
10,,,,0.46658999999999995,7
11,,,,0.46658999999999995,8
12,,,,0.46658999999999995,9
