"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,272.1207,5.5504e-05,NaN,NaN,NaN,NaN,NaN,14.1443,14.1443,
1,272.1207,0.21087,4.2571,0.0078125,0,2.5083,1,4.8522,4.8522,
2,241.0292,0.34517,3.0827,0.00024414,0,1.9882,1,2.118,2.118,
3,239.3632,0.41816,0.19259,1,0,0.19253,1,1.1575,1.1575,
4,229.2004,0.61444,2.253,6.1035e-05,0,1.4169,1,0.51034,0.51034,
5,228.575,0.68082,0.076013,0.5,0,0.076009,1,0.43408,0.43408,
6,229.0407,1.0393,1.755,0.00097656,0,1.2531,1,0.11981,0.11981,
7,228.8763,1.1042,0.042237,1,0,0.042236,1,0.054977,0.054977,
8,228.0006,1.3167,0.69617,0.00097656,0,0.62665,1,0.0096497,0.0096497,
9,226.4565,1.5425,0.47045,2.9802e-08,0,0.45366,1,3.9317e-05,3.9317e-05,
10,226.1781,2.2503,0.15787,7.6294e-06,0,0.15713,1,3.8336e-05,3.8336e-05,
11,226.1123,2.8909,0.15287,2.9802e-08,0,0.15225,1,2.9287e-05,2.9287e-05,
12,226.488,3.2521,0.13228,7.4506e-09,0,0.13188,1,1.1029e-05,1.1029e-05,
13,226.4884,5.2701,0.00017058,0.125,0,0.00017058,-6,1.0551e-05,1.0551e-05,
14,226.849,5.6225,0.072148,3.7253e-09,0,0.072083,1,4.4564e-07,4.4564e-07,
15,226.8489,7.6515,2.877e-05,0.0625,0,2.877e-05,1,4.4307e-07,4.4307e-07,
