"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,206.4449,4.9463e-05,NaN,NaN,NaN,NaN,NaN,49.1808,49.1808,
1,206.4449,0.28913,14.3195,0.03125,0,4.4097,1,28.5744,28.5744,
2,180.8498,0.40868,5.1077,0.015625,0,1.8857,1,23.9268,23.9268,
3,180.7681,0.47406,0.26124,0.125,0,0.26107,1,23.1154,23.1154,
4,167.7646,0.70823,8.0778,0.0039063,0,2.3981,1,22.4665,22.4665,
5,169.5661,0.78349,0.68904,1,0,0.68588,1,14.0738,14.0738,
6,160.488,1.3828,19.9998,0.0078125,0,3.432,1,9.0535,9.0535,
7,163.0983,1.4409,0.34864,1,0,0.34827,1,3.4867,3.4867,
8,158.8977,1.6472,2.9949,0.00012207,0,1.7619,1,1.403,1.403,
9,158.0275,1.7087,0.21945,1,0,0.21935,1,1.3795,1.3795,
10,160.3968,1.8663,2.2043,0.03125,0,1.3556,1,1.218,1.218,
11,160.1817,1.9302,0.11971,0.5,0,0.11969,1,1.025,1.025,
12,157.6755,2.188,1.4759,0.0019531,0,1.234,1,0.2138,0.2138,
13,157.6363,2.2465,0.081131,1,0,0.081126,1,0.18504,0.18504,
14,155.0239,2.4466,1.9916,0.00024414,0,1.3482,1,0.16519,0.16519,
15,155.0905,2.5054,0.030928,0.25,0,0.030928,1,0.14993,0.14993,
16,156.2899,2.8045,1.2974,0.00097656,0,1.0362,1,0.085125,0.085125,
17,155.8816,2.9901,0.53443,0.00012207,0,0.50304,1,0.036028,0.036028,
18,155.7549,3.0471,0.029279,1,0,0.029279,1,0.02263,0.02263,
19,155.3612,3.2248,0.4881,0.00048828,0,0.46468,1,0.003754,0.003754,
20,155.3942,3.2825,0.0075771,1,0,0.0075771,1,0.0015039,0.0015039,
21,155.4628,3.4741,0.35625,0.00048828,0,0.34536,1,0.00085771,0.00085771,
22,155.4816,3.5317,0.0047235,1,0,0.0047235,1,0.00058229,0.00058229,
23,155.4065,3.7168,0.30816,0.00024414,0,0.30322,1,0.00043661,0.00043661,
24,155.4094,3.7783,0.00083335,0.0625,0,0.00083335,1,0.00042738,0.00042738,
25,155.2631,4.1122,0.23489,1.9073e-06,0,0.23256,1,4.3685e-05,4.3685e-05,
26,155.0723,4.4085,0.13603,1.4901e-08,0,0.13549,1,6.9365e-06,6.9365e-06,
27,155.072,4.4717,6.638e-05,0.03125,0,6.638e-05,-6,6.8343e-06,6.8343e-06,
