"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,154.9927,7.7782e-05,NaN,NaN,NaN,NaN,NaN,36.1599,36.1599,
1,154.9927,0.25698,29.6069,0.25,0,5.2152,1,16.8883,16.8883,
2,112.9785,0.31473,26.0486,0.0625,0,4.7155,1,18.0891,18.0891,
3,111.4566,0.35994,0.40504,0.25,0,0.40398,1,16.6253,16.6253,
4,105.0326,0.42699,3.8113,0.0078125,0,1.6736,1,13.5812,13.5812,
5,101.0064,0.52247,5.0216,0.0078125,0,2.0527,1,11.5831,11.5831,
6,101.2514,0.56995,0.068828,0.015625,0,0.068823,1,11.4926,11.4926,
7,107.1698,0.72464,16.9685,0.0625,0,3.2565,1,10.3379,10.3379,
8,107.1584,0.77884,0.67642,1,0,0.67123,1,7.6327,7.6327,
9,104.7206,0.89019,7.3916,0.0078125,0,2.3065,1,5.4489,5.4489,
10,105.1313,0.93967,0.17362,0.125,0,0.17354,1,5.2994,5.2994,
11,107.056,1.063,9.1571,0.0078125,0,2.4412,1,3.7024,3.7024,
12,104.8216,1.1731,2.7166,0.0039063,0,1.5546,1,1.8522,1.8522,
13,104.9089,1.2184,0.049118,0.03125,0,0.049116,1,1.8356,1.8356,
14,106.0247,1.3896,2.8815,0.0039063,0,1.6396,1,0.51847,0.51847,
15,107.86,1.503,2.9675,0.0078125,0,1.6026,1,0.48958,0.48958,
16,106.2621,1.6081,1.6724,0.0039063,0,1.2295,1,0.075434,0.075434,
17,106.2439,1.6928,0.67079,0.00097656,0,0.61628,1,0.006949,0.006949,
18,105.7913,1.8169,0.43688,0.00097656,0,0.41872,1,0.00010582,0.00010582,
19,105.4602,1.9243,0.12337,1.5259e-05,0,0.12303,1,1.0314e-05,1.0314e-05,
20,105.46,1.9659,0.00044709,0.5,0,0.00044709,1,8.708e-06,8.708e-06,
21,104.9921,2.4984,0.13617,4.6566e-10,1,0.13575,0,3.9082e-05,3.9082e-05,
22,105.0216,2.961,0.13924,0.0019531,0,0.13879,1,1.0538e-05,1.0538e-05,
23,105.0217,4.9224,0.00027508,0.25,0,0.00027508,1,9.2433e-06,9.2433e-06,
24,105.0564,5.127,0.10663,5.9605e-08,0,0.10636,1,7.0266e-06,7.0266e-06,
25,105.0562,5.1677,0.00029368,0.25,0,0.00029368,1,6.7962e-06,6.7962e-06,
26,104.776,5.4569,0.071579,5.9605e-08,0,0.071506,1,5.9214e-09,5.9214e-09,
27,104.776,7.4029,1.5308e-05,1,0,1.5308e-05,-6,4.0873e-09,4.0873e-09,
