"iter","time","maxviolation","meanviolation","cost",
0,0,49.1808,49.1808,206.4449,
1,0.23365,0.1115,0.1115,70.2424,
2,0.43573,0.015158,0.015158,65.1054,
3,0.44386,0.011775,0.011775,65.108,
4,0.4773,0.0091109,0.0091109,65.1103,
5,0.48624,0.0070768,0.0070768,65.1124,
6,0.49462,0.0055136,0.0055136,65.1141,
7,0.50355,0.0043068,0.0043068,65.1157,
8,0.51015,0.0033845,0.0033845,65.117,
9,0.51836,0.0026593,0.0026593,65.1182,
10,0.52601,0.0021041,0.0021041,65.1192,
11,0.53379,0.0016765,0.0016765,65.12,
12,0.5414,0.0013496,0.0013496,65.1208,
13,0.5494,0.0011037,0.0011037,65.1214,
14,0.56094,0.00032505,0.00032505,65.1241,
15,0.56909,0.00025545,0.00025545,65.1245,
16,0.57717,0.00020172,0.00020172,65.1248,
17,0.58504,0.00016039,0.00016039,65.1251,
18,0.59243,0.00012883,0.00012883,65.1253,
19,0.59962,0.00010511,0.00010511,65.1255,
20,0.61052,3.1284e-05,3.1284e-05,65.1263,
21,0.6184,2.456e-05,2.456e-05,65.1264,
22,0.62662,1.9365e-05,1.9365e-05,65.1265,
23,0.63423,1.5363e-05,1.5363e-05,65.1266,
24,0.64209,1.2295e-05,1.2295e-05,65.1267,
25,0.64965,9.9662e-06,9.9662e-06,65.1268,
26,0.65645,8.2613e-06,8.2613e-06,65.1268,
27,0.66772,2.3092e-06,2.3092e-06,65.127,
28,0.67497,1.854e-06,1.854e-06,65.1271,
29,0.6822,1.4672e-06,1.4672e-06,65.1271,
30,0.68974,1.1728e-06,1.1728e-06,65.1271,
