"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,350.1766,8.3445e-05,NaN,NaN,NaN,NaN,NaN,64.0306,64.0306,
1,350.1766,0.10114,7.8978,0.0078125,0,2.6133,1,58.5581,58.5581,
2,321.8372,0.17034,0.71175,1,0,0.70883,1,15.7189,15.7189,
3,318.084,0.46358,3.3772,0.0019531,0,1.5632,1,12.4256,12.4256,
4,308.7818,0.59338,2.6236,0.0039063,0,1.366,1,11.6291,11.6291,
5,311.6513,0.66763,0.3694,1,0,0.36902,1,4.2512,4.2512,
6,308.0373,0.7841,2.2569,0.0039063,0,1.2986,1,3.8226,3.8226,
7,308.0233,0.85895,0.00187,1.5259e-05,0,0.00187,1,3.8227,3.8227,
8,302.7337,1.0981,5.5467,1.9073e-06,0,2.2859,1,1.4653,1.4653,
9,302.0552,1.1649,0.21025,1,0,0.21018,1,1.4559,1.4559,
10,307.9753,1.4328,1.6779,0.0039063,0,1.1713,1,0.68467,0.68467,
11,307.9543,1.5122,0.013213,0.015625,0,0.013213,1,0.67975,0.67975,
12,299.0692,1.7318,5.0354,0.00024414,0,1.8363,1,0.4829,0.4829,
13,299.522,2.1326,0.99734,0.0019531,0,0.83524,1,0.17261,0.17261,
14,299.5343,2.2078,0.0046258,0.0039063,0,0.0046258,1,0.1726,0.1726,
15,300.6194,2.3846,0.81109,0.0078125,0,0.71038,1,0.068152,0.068152,
16,300.6443,2.461,0.025091,0.5,0,0.025091,1,0.053302,0.053302,
17,298.3045,2.8472,0.77537,1.5259e-05,0,0.70987,1,0.0031563,0.0031563,
18,297.1257,3.0375,0.32423,0.00097656,0,0.31821,1,5.5633e-05,5.5633e-05,
19,296.3153,3.4044,0.12759,2.9802e-08,0,0.12731,1,5.7283e-07,5.7283e-07,
20,296.3155,5.4848,8.5513e-05,0.5,0,8.5513e-05,1,5.075e-07,5.075e-07,
