"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,31.769,31.769,276.2252,37.9154,
1,0.30808,0.075286,0.075286,59.2379,6.1945,
2,0.61081,0.03161,0.03161,33.3445,1.3462,
3,0.86478,0.014356,0.014356,31.418,1.3368,
4,1.1263,0.011103,0.011103,28.0353,1.1615,
5,1.3775,0.011451,0.011451,24.4805,1.2287,
6,1.5892,0.013786,0.013786,22.6484,1.2918,
7,1.5974,0.011424,0.011424,22.6501,1.2917,
8,1.6083,0.0032073,0.0032073,22.6581,1.291,
9,1.6169,0.0025334,0.0025334,22.6592,1.2909,
10,1.6254,0.0020143,0.0020143,22.66,1.2908,
11,1.632,0.0016138,0.0016138,22.6608,1.2907,
12,1.6384,0.0013076,0.0013076,22.6614,1.2906,
13,1.6447,0.0010773,0.0010773,22.662,1.2906,
14,1.6563,0.00030813,0.00030813,22.6644,1.2904,
15,1.6634,0.00024459,0.00024459,22.6647,1.2904,
16,1.67,0.00019427,0.00019427,22.665,1.2903,
17,1.6768,0.00015536,0.00015536,22.6652,1.2903,
18,1.6826,0.0001267,0.0001267,22.6654,1.2903,
19,1.6885,0.00010356,0.00010356,22.6656,1.2903,
20,1.698,3.0123e-05,3.0123e-05,22.6664,1.2902,
21,1.704,2.3738e-05,2.3738e-05,22.6665,1.2902,
22,1.7102,1.88e-05,1.88e-05,22.6665,1.2902,
23,1.7153,1.496e-05,1.496e-05,22.6666,1.2902,
24,1.7209,1.2093e-05,1.2093e-05,22.6667,1.2902,
25,1.726,9.8873e-06,9.8873e-06,22.6667,1.2902,
26,1.731,8.2206e-06,8.2206e-06,22.6668,1.2902,
27,1.7377,2.5765e-06,2.5765e-06,22.667,1.2902,
28,1.7432,1.8393e-06,1.8393e-06,22.667,1.2902,
29,1.7488,1.4576e-06,1.4576e-06,22.6671,1.2902,
30,1.7544,1.1649e-06,1.1649e-06,22.6671,1.2902,
