"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,70.8889,5.4749e-05,NaN,NaN,NaN,NaN,NaN,31.5455,31.5455,
1,70.8889,0.066488,24.7979,0.0039063,0,3.9835,1,31.8356,31.8356,
2,52.0994,0.18548,41.9395,0.25,0,3.4239,1,25.2787,25.2787,
3,51.5776,0.2274,0.4578,0.25,0,0.45591,1,22.5907,22.5907,
4,47.9705,0.35776,126.4816,1,0,5.0308,1,0.59769,0.59769,
5,47.8372,0.39381,0.12276,1,0,0.12273,1,0.23652,0.23652,
6,45.3141,0.47214,1.1001,0.0019531,0,1.0161,1,0.0027891,0.0027891,
7,44.1337,0.55834,0.43355,6.1035e-05,0,0.42126,1,0.0014835,0.0014835,
8,43.6425,0.68171,0.27768,7.6294e-06,0,0.2736,1,0.00035827,0.00035827,
9,43.647,0.7204,0.0036756,1,0,0.0036756,1,0.0002074,0.0002074,
10,43.6242,0.92135,0.17063,0.00048828,0,0.1698,1,3.6567e-07,3.6567e-07,
11,43.6392,1.0256,0.027281,1.4901e-08,0,0.027278,0,6.5599e-08,6.5599e-08,
12,43.6392,2.9997,6.1255e-05,1,0,6.1255e-05,-6,2.2729e-09,2.2729e-09,
