"iter","time","maxviolation","meanviolation","cost",
0,0,8.6251,8.6251,82.8699,
1,0.24585,0.4902,0.4902,35.4293,
2,0.28555,0.070916,0.070916,36.0323,
3,0.33899,0.021122,0.021122,36.1991,
4,0.35166,0.016577,0.016577,36.2219,
5,0.36398,0.01307,0.01307,36.2418,
6,0.43124,0.010349,0.010349,36.259,
7,0.44276,0.0082802,0.0082802,36.2738,
8,0.45286,0.0067061,0.0067061,36.2863,
9,0.48474,0.0055296,0.0055296,36.2966,
10,0.49851,0.0015912,0.0015912,36.3439,
11,0.5073,0.0012569,0.0012569,36.35,
12,0.51945,0.00099152,0.00099152,36.3555,
13,0.52804,0.00079363,0.00079363,36.36,
14,0.53689,0.00063958,0.00063958,36.364,
15,0.54541,0.00052289,0.00052289,36.3673,
16,0.56172,0.00015316,0.00015316,36.3817,
17,0.57079,0.00012101,0.00012101,36.3836,
18,0.57962,9.5977e-05,9.5977e-05,36.3853,
19,0.58802,7.6993e-05,7.6993e-05,36.3867,
20,0.59635,6.2009e-05,6.2009e-05,36.3879,
21,0.6083,4.9732e-05,4.9732e-05,36.389,
22,0.62154,1.5152e-05,1.5152e-05,36.3934,
23,0.63124,1.1917e-05,1.1917e-05,36.394,
24,0.64122,9.3995e-06,9.3995e-06,36.3945,
25,0.65092,7.4596e-06,7.4596e-06,36.395,
26,0.66084,5.9726e-06,5.9726e-06,36.3954,
27,0.66927,4.8647e-06,4.8647e-06,36.3957,
28,0.68186,1.4839e-06,1.4839e-06,36.3971,
29,0.69096,1.1489e-06,1.1489e-06,36.3973,
30,0.70026,9.1683e-07,9.1683e-07,36.3974,
