"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,2.5357,2.5357,43.4501,8.6311,
1,0.034868,1.4107,1.4107,29.7143,5.4185,
2,0.060815,0.11961,0.11961,31.638,4.7254,
3,0.098601,0.029089,0.029089,32.0132,4.597,
4,0.11903,0.023042,0.023042,32.0526,4.5824,
5,0.13931,0.018419,0.018419,32.0863,4.5698,
6,0.15799,0.014926,0.014926,32.1146,4.559,
7,0.1861,0.0044463,0.0044463,32.2297,4.5136,
8,0.19402,0.0034872,0.0034872,32.2455,4.511,
9,0.20207,0.0027456,0.0027456,32.2592,4.5086,
10,0.20963,0.0021738,0.0021738,32.2711,4.5064,
11,0.21643,0.0017357,0.0017357,32.2813,4.5045,
12,0.22367,0.0014017,0.0014017,32.29,4.5027,
13,0.23392,0.0011517,0.0011517,32.2972,4.5011,
14,0.24774,0.00033481,0.00033481,32.3294,4.4956,
15,0.25755,0.00026328,0.00026328,32.3336,4.4947,
16,0.26652,0.00020816,0.00020816,32.3373,4.4939,
17,0.27419,0.0001658,0.0001658,32.3405,4.4932,
18,0.28124,0.00013344,0.00013344,32.3432,4.4925,
19,0.28882,0.00010906,0.00010906,32.3455,4.4919,
20,0.29904,3.2185e-05,3.2185e-05,32.3553,4.4902,
21,0.30561,2.5288e-05,2.5288e-05,32.3566,4.49,
22,0.3142,1.9957e-05,1.9957e-05,32.3578,4.4897,
23,0.32153,1.586e-05,1.586e-05,32.3588,4.4895,
24,0.32786,1.2725e-05,1.2725e-05,32.3596,4.4893,
25,0.33494,1.035e-05,1.035e-05,32.3603,4.4891,
26,0.34819,3.0921e-06,3.0921e-06,32.3633,4.4886,
27,0.3559,2.4298e-06,2.4298e-06,32.3637,4.4885,
28,0.36367,1.9105e-06,1.9105e-06,32.3641,4.4884,
29,0.3705,1.5157e-06,1.5157e-06,32.3644,4.4883,
30,0.37633,1.2138e-06,1.2138e-06,32.3647,4.4883,
