"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,17.6964,17.6964,253.3698,28.5162,
1,0.31046,0.11653,0.11653,45.9422,4.1602,
2,0.65435,0.032189,0.032189,35.4978,3.8625,
3,1.0753,0.024215,0.024215,30.5424,3.3298,
4,1.5295,0.012392,0.012392,28.0679,1.9373,
5,1.6971,0.0098813,0.0098813,28.0322,1.8855,
6,1.7039,0.0078007,0.0078007,28.0352,1.8857,
7,1.7106,0.0061954,0.0061954,28.0379,1.8859,
8,1.7181,0.0049605,0.0049605,28.0402,1.8861,
9,1.7251,0.0040154,0.0040154,28.0421,1.8862,
10,1.7329,0.0032986,0.0032986,28.0438,1.8863,
11,1.7459,0.00095058,0.00095058,28.0511,1.8868,
12,1.7561,0.00074913,0.00074913,28.0521,1.8869,
13,1.7645,0.00059385,0.00059385,28.0529,1.887,
14,1.7714,0.00047429,0.00047429,28.0536,1.887,
15,1.7792,0.00038263,0.00038263,28.0542,1.887,
16,1.7861,0.00031291,0.00031291,28.0548,1.8871,
17,1.7925,0.00026066,0.00026066,28.0552,1.8871,
18,1.8037,7.1941e-05,7.1941e-05,28.0573,1.8872,
19,1.8104,5.6945e-05,5.6945e-05,28.0576,1.8872,
20,1.8168,4.5378e-05,4.5378e-05,28.0578,1.8873,
21,1.8248,3.6497e-05,3.6497e-05,28.058,1.8873,
22,1.833,2.9724e-05,2.9724e-05,28.0581,1.8873,
23,1.8389,2.4633e-05,2.4633e-05,28.0583,1.8873,
24,1.8478,6.8439e-06,6.8439e-06,28.0589,1.8873,
25,1.854,5.4045e-06,5.4045e-06,28.059,1.8873,
26,1.8596,4.3058e-06,4.3058e-06,28.0591,1.8873,
27,1.8655,3.4637e-06,3.4637e-06,28.0591,1.8873,
28,1.8712,2.8202e-06,2.8202e-06,28.0592,1.8873,
29,1.8768,2.3311e-06,2.3311e-06,28.0592,1.8874,
30,1.8844,8.4042e-07,8.4042e-07,28.0594,1.8874,
