"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,77.3419,6.7965e-05,NaN,NaN,NaN,NaN,NaN,61.6988,61.6988,
1,77.3419,0.17594,36.6749,0.125,0,5.0944,1,72.7522,72.7522,
2,60.1417,0.25532,54.8588,1,0,5.6989,1,17.1383,17.1383,
3,56.3838,0.3019,0.67093,1,0,0.66452,1,5.5161,5.5161,
4,60.0541,0.41066,12.1468,0.0625,0,2.3575,1,3.1059,3.1059,
5,55.9141,0.45391,0.464,1,0,0.4592,1,0.98182,0.98182,
6,52.6939,0.49934,0.47057,0.5,0,0.46568,1,1.3797,1.3797,
7,48.9545,0.54632,0.46592,1,0,0.464,1,2.1034,2.1034,
8,44.5832,0.60477,1.0377,0.03125,0,0.97457,1,2.8639,2.8639,
9,46.1948,0.64896,0.28862,1,0,0.28822,1,1.3051,1.3051,
10,46.4213,0.72523,1.8407,0.00024414,0,1.3922,1,0.43643,0.43643,
11,47.0502,0.76651,0.12278,1,0,0.12276,1,0.28326,0.28326,
12,48.853,0.90624,1.7006,0.0019531,0,1.2935,1,0.054394,0.054394,
13,48.6842,0.95338,0.038306,1,0,0.038305,1,0.026421,0.026421,
14,48.2706,1.0621,0.6323,6.1035e-05,0,0.581,1,0.0055171,0.0055171,
15,48.3713,1.2365,0.43101,0.03125,0,0.41836,1,0.00014516,0.00014516,
16,48.3764,1.2726,0.0014735,1,0,0.0014735,1,3.8775e-05,3.8775e-05,
17,48.1596,1.3733,0.082816,2.3842e-07,0,0.082723,1,1.0869e-05,1.0869e-05,
18,48.1612,1.4162,0.00037716,1,0,0.00037716,-6,2.9265e-06,2.9265e-06,
19,48.0589,1.5494,0.076517,3.7253e-09,0,0.076442,1,1.7648e-06,1.7648e-06,
20,48.0466,1.79,0.049759,7.4506e-09,0,0.049738,1,8.8016e-09,8.8016e-09,
21,48.0465,1.8297,1.9573e-05,1,0,1.9573e-05,1,6.4919e-09,6.4919e-09,
