"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,42.6821,0.00016953,NaN,NaN,NaN,NaN,NaN,14.3327,14.3327,
1,42.6821,0.042974,29050.7622,0.125,0,4.961,1,2.0761,2.0761,
2,32.2198,0.076146,0.54893,1,0,0.5395,1,1.6136,1.6136,
3,35.1191,0.1232,5.3452,0.25,0,2.137,1,0.94368,0.94368,
4,35.0984,0.15226,0.049893,0.03125,0,0.049888,1,0.93116,0.93116,
5,37.9336,0.20233,1.8853,0.015625,0,1.3399,1,0.55931,0.55931,
6,37.4407,0.23318,0.21187,1,0,0.21145,1,0.28616,0.28616,
7,31.4214,0.29814,2.2284,0.0019531,0,1.5153,1,0.27477,0.27477,
8,32.1894,0.34197,19.4459,0.5,0,2.3252,1,0.047184,0.047184,
9,32.3668,0.37578,0.046168,1,0,0.046164,1,0.012725,0.012725,
10,31.9874,0.43319,0.63408,0.03125,0,0.60086,1,0.001588,0.001588,
11,31.9566,0.45976,0.0081529,1,0,0.0081528,1,0.00040352,0.00040352,
12,31.9243,0.51306,0.20999,0.0078125,0,0.20868,1,2.0946e-05,2.0946e-05,
13,31.9197,0.53915,0.0010868,1,0,0.0010868,1,7.304e-06,7.304e-06,
14,31.7248,0.59815,0.060856,5.9605e-08,0,0.060818,1,9.1376e-07,9.1376e-07,
15,31.7236,0.63194,0.00034828,1,0,0.00034828,-6,4.7719e-07,4.7719e-07,
16,31.739,0.70898,0.039263,1.8626e-09,0,0.039253,-6,4.7253e-08,4.7253e-08,
17,31.6579,0.78933,0.024513,4.6566e-10,0,0.02451,1,2.6602e-08,2.6602e-08,
18,31.6298,0.85084,0.043033,4.6566e-10,1,0.04302,0,5.7506e-07,5.7506e-07,
19,31.6703,0.92744,0.040993,3.7253e-09,0,0.040981,1,2.0779e-07,2.0779e-07,
20,31.6707,0.95498,9.785e-05,1,0,9.785e-05,1,6.03e-08,6.03e-08,
