"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,108.8451,7.5139e-05,NaN,NaN,NaN,NaN,NaN,109.5651,109.5651,
1,108.8451,0.2671,62.2394,0.03125,0,5.6958,1,84.015,84.015,
2,112.0048,0.32637,1.4639,1,0,1.4345,1,77.2511,77.2511,
3,111.917,0.44735,19.9914,0.125,0,2.6849,1,63.0261,63.0261,
4,111.6221,0.50529,0.29386,0.0625,0,0.29363,1,62.3069,62.3069,
5,106.3236,0.68455,15.0464,0.125,0,2.4328,1,46.9628,46.9628,
6,105.6599,0.7415,0.72681,0.5,0,0.7233,1,41.9662,41.9662,
7,99.3364,0.87973,34.7428,0.00012207,0,2.7934,1,35.3794,35.3794,
8,105.4268,1.107,31.7874,0.125,0,3.3085,1,32.1539,32.1539,
9,106.4996,1.1691,0.52944,0.5,0,0.52805,1,25.2202,25.2202,
10,105.7848,1.3549,10.316,0.5,0,2.3163,1,11.098,11.098,
11,105.5598,1.4136,0.38831,1,0,0.38776,1,4.1956,4.1956,
12,102.4927,1.5941,4.0223,0.00097656,0,1.7643,1,3.4096,3.4096,
13,102.7865,1.6643,0.20801,1,0,0.20792,1,1.1234,1.1234,
14,102.902,1.8067,2.7674,0.125,0,1.5647,1,0.084895,0.084895,
15,102.8695,1.8633,0.033523,1,0,0.033522,1,0.029475,0.029475,
16,101.095,2.0193,0.818,3.0518e-05,0,0.74062,1,0.017483,0.017483,
17,99.7617,2.1581,0.59118,0.0019531,0,0.5492,1,0.0011479,0.0011479,
18,99.2472,2.3247,0.25862,3.8147e-06,0,0.25569,1,1.9835e-06,1.9835e-06,
19,99.1913,2.5545,0.041279,3.7253e-09,0,0.041266,1,3.2391e-07,3.2391e-07,
20,99.1906,2.8014,0.034425,7.4506e-09,0,0.034416,1,5.6e-09,5.6e-09,
21,99.1906,2.8576,9.9031e-06,0.5,0,9.9031e-06,1,5.4638e-09,5.4638e-09,
