"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,586.6495,586.6495,800.2388,587.9002,
1,0.31289,0.06464,0.06464,338.2077,10.4868,
2,0.60508,0.049555,0.049555,271.4756,4.308,
3,0.9673,0.034044,0.034044,251.5905,2.9714,
4,1.4721,0.033234,0.033234,242.0538,2.9754,
5,1.9454,0.012387,0.012387,241.461,3.7638,
6,2.3317,0.010512,0.010512,240.9014,4.1244,
7,2.3392,0.0085118,0.0085118,240.9055,4.1246,
8,2.3465,0.006981,0.006981,240.909,4.1248,
9,2.3579,0.0020226,0.0020226,240.9244,4.1257,
10,2.3652,0.0015924,0.0015924,240.9264,4.1258,
11,2.3727,0.0012616,0.0012616,240.9281,4.1259,
12,2.3801,0.0010067,0.0010067,240.9296,4.126,
13,2.3876,0.00081129,0.00081129,240.9309,4.126,
14,2.3954,0.00066244,0.00066244,240.932,4.1261,
15,2.4038,0.00055067,0.00055067,240.9329,4.1261,
16,2.4171,0.00015297,0.00015297,240.9374,4.1264,
17,2.4244,0.00012102,0.00012102,240.9379,4.1264,
18,2.4311,9.6364e-05,9.6364e-05,240.9384,4.1264,
19,2.4379,7.7426e-05,7.7426e-05,240.9388,4.1264,
20,2.4497,6.2972e-05,6.2972e-05,240.9391,4.1265,
21,2.4586,5.2113e-05,5.2113e-05,240.9394,4.1265,
22,2.4691,1.4652e-05,1.4652e-05,240.9408,4.1265,
23,2.4752,1.1598e-05,1.1598e-05,240.9409,4.1266,
24,2.4813,9.2184e-06,9.2184e-06,240.9411,4.1266,
25,2.4876,7.3899e-06,7.3899e-06,240.9412,4.1266,
26,2.4937,5.9916e-06,5.9916e-06,240.9413,4.1266,
27,2.5017,4.9311e-06,4.9311e-06,240.9414,4.1266,
28,2.5094,1.6252e-06,1.6252e-06,240.9418,4.1266,
29,2.5162,1.0824e-06,1.0824e-06,240.9419,4.1266,
30,2.5225,8.7828e-07,8.7828e-07,240.9419,4.1266,
