"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,2.9235,2.9235,58.6282,11.6668,
1,0.043449,0.43228,0.43228,34.6692,2.5428,
2,0.079394,0.072342,0.072342,35.1783,2.0867,
3,0.11192,0.022723,0.022723,35.3515,2.2005,
4,0.12813,0.018006,0.018006,35.3768,2.2206,
5,0.15062,0.014335,0.014335,35.3991,2.2388,
6,0.17257,0.011494,0.011494,35.4185,2.255,
7,0.19631,0.0093141,0.0093141,35.4353,2.269,
8,0.20877,0.0076727,0.0076727,35.4493,2.2795,
9,0.25586,0.0022767,0.0022767,35.5128,2.3343,
10,0.26619,0.0017959,0.0017959,35.5214,2.3417,
11,0.28529,0.0014237,0.0014237,35.5289,2.3481,
12,0.30477,0.0011372,0.0011372,35.5354,2.3535,
13,0.3153,0.00091739,0.00091739,35.5409,2.3582,
14,0.32359,0.0007521,0.0007521,35.5456,2.362,
15,0.3343,0.00022257,0.00022257,35.566,2.3796,
16,0.34119,0.00017501,0.00017501,35.5688,2.3818,
17,0.35437,0.00013837,0.00013837,35.5712,2.3838,
18,0.36543,0.00011016,0.00011016,35.5733,2.3855,
19,0.377,8.8576e-05,8.8576e-05,35.5751,2.3869,
20,0.388,7.2256e-05,7.2256e-05,35.5766,2.388,
21,0.40112,2.1507e-05,2.1507e-05,35.5829,2.3935,
22,0.40753,1.685e-05,1.685e-05,35.5838,2.3942,
23,0.41424,1.3289e-05,1.3289e-05,35.5846,2.3948,
24,0.42066,1.0548e-05,1.0548e-05,35.5852,2.3954,
25,0.42805,8.4482e-06,8.4482e-06,35.5858,2.3958,
26,0.43548,6.8541e-06,6.8541e-06,35.5863,2.3962,
27,0.44735,2.0595e-06,2.0595e-06,35.5882,2.3979,
28,0.45399,1.6245e-06,1.6245e-06,35.5885,2.3981,
29,0.46161,1.278e-06,1.278e-06,35.5887,2.3983,
30,0.46842,1.0199e-06,1.0199e-06,35.5889,2.3984,
