"iter","time","maxviolation","meanviolation","cost",
0,0,39.9802,39.9802,87.7807,
1,0.18285,1.0929,1.0929,33.8703,
2,0.21316,0.11861,0.11861,35.3595,
3,0.24572,0.02985,0.02985,35.7315,
4,0.25445,0.023754,0.023754,35.7722,
5,0.26433,0.019103,0.019103,35.8068,
6,0.2721,0.015594,0.015594,35.8359,
7,0.29584,0.0046445,0.0046445,35.9599,
8,0.30477,0.0036471,0.0036471,35.9769,
9,0.31338,0.0028782,0.0028782,35.9916,
10,0.32212,0.002286,0.002286,36.0044,
11,0.33072,0.001832,0.001832,36.0154,
12,0.33949,0.0014877,0.0014877,36.0247,
13,0.35283,0.00044766,0.00044766,36.0629,
14,0.36179,0.0003513,0.0003513,36.0682,
15,0.37377,0.00027679,0.00027679,36.0728,
16,0.38368,0.00021943,0.00021943,36.0768,
17,0.39157,0.00017536,0.00017536,36.0802,
18,0.39959,0.00014181,0.00014181,36.0832,
19,0.40738,0.00011671,0.00011671,36.0856,
20,0.41809,3.3804e-05,3.3804e-05,36.0966,
21,0.43334,2.6597e-05,2.6597e-05,36.098,
22,0.44383,2.1041e-05,2.1041e-05,36.0992,
23,0.45351,1.6771e-05,1.6771e-05,36.1003,
24,0.46276,1.3511e-05,1.3511e-05,36.1013,
25,0.47148,1.1062e-05,1.1062e-05,36.102,
26,0.48137,3.2122e-06,3.2122e-06,36.1054,
27,0.48947,2.5427e-06,2.5427e-06,36.1058,
28,0.49733,2.008e-06,2.008e-06,36.1062,
29,0.50647,1.5993e-06,1.5993e-06,36.1065,
30,0.51449,1.2875e-06,1.2875e-06,36.1068,
