"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,61.5597,61.5597,75.6838,63.1922,
1,0.19174,0.85591,0.85591,32.6762,7.2874,
2,0.23738,0.097988,0.097988,33.8131,7.3427,
3,0.29161,0.026507,0.026507,34.0934,7.3646,
4,0.30107,0.020971,0.020971,34.127,7.3666,
5,0.31151,0.016716,0.016716,34.156,7.3684,
6,0.32158,0.013466,0.013466,34.1808,7.3699,
7,0.33135,0.011021,0.011021,34.2014,7.3711,
8,0.34309,0.0032455,0.0032455,34.2912,7.3765,
9,0.35181,0.0025522,0.0025522,34.3033,7.3772,
10,0.35927,0.002016,0.002016,34.3138,7.3778,
11,0.36641,0.0016031,0.0016031,34.3229,7.3784,
12,0.37399,0.0012869,0.0012869,34.3307,7.3788,
13,0.38399,0.0010476,0.0010476,34.3373,7.3792,
14,0.40114,0.0003125,0.0003125,34.3648,7.3808,
15,0.41244,0.00024541,0.00024541,34.3685,7.381,
16,0.42214,0.00019354,0.00019354,34.3718,7.3812,
17,0.43017,0.00015356,0.00015356,34.3747,7.3814,
18,0.43814,0.00012289,0.00012289,34.3771,7.3815,
19,0.44646,9.9556e-05,9.9556e-05,34.3792,7.3816,
20,0.45434,8.2295e-05,8.2295e-05,34.3809,7.3817,
21,0.47069,2.3598e-05,2.3598e-05,34.3888,7.3822,
22,0.48001,1.8595e-05,1.8595e-05,34.3898,7.3823,
23,0.48779,1.473e-05,1.473e-05,34.3907,7.3823,
24,0.49527,1.176e-05,1.176e-05,34.3915,7.3824,
25,0.50246,9.4958e-06,9.4958e-06,34.3921,7.3824,
26,0.50992,7.8095e-06,7.8095e-06,34.3926,7.3824,
27,0.52202,2.2768e-06,2.2768e-06,34.395,7.3826,
28,0.52902,1.7597e-06,1.7597e-06,34.3954,7.3826,
29,0.53906,1.3968e-06,1.3968e-06,34.3957,7.3826,
30,0.54618,1.1254e-06,1.1254e-06,34.3959,7.3826,
