"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,375.5655,4.1156e-05,NaN,NaN,NaN,NaN,NaN,57.062,57.062,
1,375.5655,0.30519,51.2553,0.125,0,6.3551,1,87.1525,87.1525,
2,309.6978,0.36619,0.76005,0.25,0,0.75339,1,81.5763,81.5763,
3,303.8008,0.60159,11.7819,0.0625,0,2.8834,1,66.5775,66.5775,
4,281.8465,0.67976,10.6443,0.0625,0,3.4113,1,69.8476,69.8476,
5,281.9926,0.74866,0.24229,0.03125,0,0.24211,1,69.4293,69.4293,
6,269.4111,0.88014,13.0068,0.25,0,3.8485,1,56.2641,56.2641,
7,269.3966,0.94236,0.066575,0.0039063,0,0.066572,1,56.1775,56.1775,
8,255.0629,1.2002,10.2895,0.0625,0,3.1401,1,49.9654,49.9654,
9,254.9925,1.2817,0.046259,0.00097656,0,0.046258,1,49.9757,49.9757,
10,265.8355,1.4994,77.5886,0.0625,0,6.3363,1,42.783,42.783,
11,264.3974,1.5966,15.0663,0.125,0,3.7998,1,37.203,37.203,
12,264.666,1.6561,0.55068,0.5,0,0.54935,1,30.9204,30.9204,
13,260.2494,1.9869,2.2153,4.7684e-07,0,1.2546,1,26.2167,26.2167,
14,260.4048,2.045,0.57165,0.5,0,0.57019,1,26.0484,26.0484,
15,270.8342,2.2595,66.2426,0.0625,0,2.9873,1,18.9623,18.9623,
16,271.1794,2.3292,0.57388,1,0,0.57243,1,12.707,12.707,
17,279.642,2.7179,5.1082,0.0078125,0,2.0277,1,11.8207,11.8207,
18,278.8918,2.7784,0.45107,1,0,0.45036,1,7.778,7.778,
19,271.2629,3.022,20.1159,0.0078125,0,3.0437,1,4.8944,4.8944,
20,270.9503,3.0816,0.18832,1,0,0.18827,1,1.2468,1.2468,
21,277.2402,3.1839,1.8539,0.0625,0,1.2485,1,0.83555,0.83555,
22,276.8626,3.24,0.09395,0.5,0,0.093944,1,0.74215,0.74215,
23,278.2962,3.4118,11.1323,0.03125,0,2.0694,1,0.53535,0.53535,
24,277.9709,3.4662,0.096129,1,0,0.096121,1,0.3267,0.3267,
25,277.3624,3.7053,1.1862,0.00097656,0,0.945,1,0.15633,0.15633,
26,275.1515,3.8365,0.86412,5.9605e-08,0,0.76976,1,0.032525,0.032525,
27,275.1746,3.8945,0.016624,0.5,0,0.016624,1,0.025967,0.025967,
28,274.2954,4.4922,0.46562,0.00012207,0,0.44867,1,0.0039322,0.0039322,
29,274.2955,4.5524,0.0013752,0.03125,0,0.0013752,1,0.0038753,0.0038753,
30,273.6246,4.9114,0.25565,0.00024414,0,0.25247,1,0.00096094,0.00096094,
31,273.273,5.0964,0.29068,6.1035e-05,0,0.2857,1,0.00015003,0.00015003,
32,273.16,5.447,0.11614,3.0518e-05,0,0.11586,1,3.09e-05,3.09e-05,
33,273.1603,5.5008,0.0008994,1,0,0.0008994,1,2.8113e-05,2.8113e-05,
34,272.9064,5.6769,0.12016,7.6294e-06,0,0.11974,1,3.433e-06,3.433e-06,
35,272.8751,5.9049,0.057762,3.7253e-09,0,0.057708,1,4.1844e-08,4.1844e-08,
36,272.8751,5.9565,5.5469e-06,0.03125,0,5.5469e-06,1,4.1607e-08,4.1607e-08,
