"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,127.6156,3.7381e-05,NaN,NaN,NaN,NaN,NaN,43.7273,43.7273,
1,127.6156,0.29602,25.3664,0.0078125,0,3.2283,1,43.6638,43.6638,
2,114.6698,0.40578,5.4238,0.015625,0,2.1905,1,31.4638,31.4638,
3,114.391,0.46473,0.27312,0.125,0,0.27292,1,29.8141,29.8141,
4,110.172,0.60966,6.7297,0.0039063,0,2.114,1,30.0919,30.0919,
5,110.5741,0.7306,7.4333,0.0039063,0,2.3326,1,24.2086,24.2086,
6,98.4482,1.1241,10.1403,0.5,0,2.6465,1,18.2434,18.2434,
7,96.5928,1.1816,0.4263,1,0,0.42549,1,4.6194,4.6194,
8,90.1074,1.2763,3.2844,0.0039063,0,1.5873,1,3.5567,3.5567,
9,86.0497,1.4079,2.6114,0.00097656,0,1.5068,1,1.4907,1.4907,
10,82.3894,1.6213,7.5267,0.0019531,0,1.9953,1,0.86464,0.86464,
11,83.7828,1.883,5.7648,0.00024414,0,1.926,1,0.49795,0.49795,
12,82.1152,2.0645,2.4405,0.0078125,0,1.4921,1,0.29382,0.29382,
13,78.8529,2.2519,1.5019,3.0518e-05,0,1.1514,1,0.037417,0.037417,
14,78.8889,2.311,0.02602,1,0,0.02602,1,0.019883,0.019883,
15,78.7774,2.5138,0.44154,0.00012207,0,0.42088,1,0.0038105,0.0038105,
16,77.9912,2.9158,0.40271,2.3842e-07,0,0.39021,1,0.00038435,0.00038435,
17,77.5017,3.1397,0.18594,3.0518e-05,0,0.18488,1,7.4982e-06,7.4982e-06,
18,77.5115,3.3352,0.075751,0.0019531,0,0.075643,1,7.1457e-07,7.1457e-07,
19,77.5115,3.3886,3.7616e-06,0.00097656,0,3.7616e-06,-6,7.1428e-07,7.1428e-07,
