"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,87.7807,0.00011252,NaN,NaN,NaN,NaN,NaN,39.9802,39.9802,
1,87.7807,0.16515,92.8992,0.25,0,5.943,1,12.9516,12.9516,
2,52.2807,0.20268,0.36431,0.25,0,0.36356,1,12.2197,12.2197,
3,51.3669,0.29725,6.8483,0.125,0,2.7428,1,6.4065,6.4065,
4,48.2639,0.35453,5.8367,0.0078125,0,2.7569,1,0.55381,0.55381,
5,47.7672,0.42668,2.0479,0.0039063,0,1.3985,1,0.29659,0.29659,
6,47.9366,0.51188,1.1186,0.125,0,1.0228,1,0.0050894,0.0050894,
7,47.7581,0.54879,0.018586,0.5,0,0.018586,1,0.0065435,0.0065435,
8,47.7533,0.63045,0.00349,2.3842e-07,0,0.00349,1,0.0065441,0.0065441,
9,47.7601,0.66545,0.0043362,0.0625,0,0.0043362,1,0.0064904,0.0064904,
10,48.6481,0.7783,0.47268,0.00097656,0,0.45599,1,0.00068368,0.00068368,
11,48.2278,0.99688,0.17367,1.1921e-07,0,0.1728,1,0.00012971,0.00012971,
12,48.2347,1.1642,0.10863,0.0019531,0,0.10842,1,3.1119e-05,3.1119e-05,
13,48.2362,1.2039,0.0011285,1,0,0.0011285,1,2.3766e-05,2.3766e-05,
14,48.1236,1.3954,0.12723,0.00012207,0,0.12682,1,1.0188e-05,1.0188e-05,
15,48.0929,2.1184,0.093665,1.4901e-08,0,0.093517,1,1.4993e-06,1.4993e-06,
16,48.0276,2.2558,0.05361,3.7253e-09,0,0.053584,1,2.3575e-07,2.3575e-07,
17,47.928,2.4552,0.028468,4.6566e-10,0,0.028463,1,7.116e-09,7.116e-09,
18,42.1722,2.6374,3.8799,4.6566e-10,1,1.8976,0,4.4056,4.4056,
19,42.542,5.1567,0.23273,1,0,0.23255,1,1.1206,1.1206,
20,42.1569,7.6193,5.1213,0.25,0,2.2139,1,1.0637,1.0637,
21,41.9366,9.8421,0.18975,1,0,0.18965,-6,0.77652,0.77652,
22,59.641,12.8778,2.5381,0.015625,0,1.5557,-6,0.31397,0.31397,
23,59.173,14.8073,0.086085,1,0,0.086076,-6,0.034751,0.034751,
24,59.2753,17.2799,0.79439,0.0625,0,0.73247,-6,0.00065988,0.00065988,
25,59.2949,19.4836,0.0033785,1,0,0.0033785,-6,0.00012796,0.00012796,
26,60.2943,19.6397,0.21314,0.0078125,0,0.21142,-6,0.00011254,0.00011254,
27,60.2891,21.5865,0.00086378,1,0,0.00086378,-6,4.6631e-05,4.6631e-05,
28,59.6951,21.7961,0.11289,0.0078125,0,0.11267,1,3.7648e-06,3.7648e-06,
29,59.6935,23.8674,0.00026844,1,0,0.00026844,1,1.4615e-06,1.4615e-06,
30,59.7654,26.33,0.053823,7.4506e-09,0,0.053794,1,5.9259e-08,5.9259e-08,
31,59.7656,26.3665,2.6996e-05,0.5,0,2.6996e-05,-6,4.4863e-08,4.4863e-08,
