"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,120.0704,4.9463e-05,NaN,NaN,NaN,NaN,NaN,107.9886,107.9886,
1,120.0704,0.32844,31.7551,0.03125,0,4.3984,1,98.7465,98.7465,
2,93.2408,0.48233,10.1384,0.015625,0,2.4779,1,91.2436,91.2436,
3,93.6348,0.55359,0.78476,0.5,0,0.78111,1,71.6695,71.6695,
4,77.2951,1.0107,106.3837,0.125,0,6.5204,1,65.8115,65.8115,
5,78.968,1.0834,0.75694,0.5,0,0.75285,1,52.6453,52.6453,
6,75.0518,1.2826,32.7373,0.0078125,0,3.9536,1,34.8628,34.8628,
7,75.0245,1.3552,0.40536,0.25,0,0.40476,1,31.7843,31.7843,
8,72.2861,1.6733,22.766,0.125,0,3.5974,1,10.7534,10.7534,
9,72.5749,1.7591,0.48667,1,0,0.4858,1,8.1855,8.1855,
10,70.4295,1.9001,3.3037,0.00048828,0,1.5133,1,6.6907,6.6907,
11,69.3867,2.032,1.992,0.015625,0,1.2082,1,4.0878,4.0878,
12,69.0898,2.1068,0.23851,1,0,0.2384,1,1.8307,1.8307,
13,66.3187,2.3018,1.5005,0.00024414,0,1.0604,1,1.2407,1.2407,
14,65.7939,2.4578,2.1299,0.00024414,0,1.3691,1,0.70352,0.70352,
15,65.6368,2.5263,0.12596,1,0,0.12595,1,0.51778,0.51778,
16,66.9038,2.7665,1.1855,0.00024414,0,0.95739,1,0.094091,0.094091,
17,66.8697,2.8329,0.025677,0.25,0,0.025677,1,0.091834,0.091834,
18,66.519,3.0361,0.66571,0.00012207,0,0.61481,1,0.013123,0.013123,
19,66.5169,3.1023,0.0014026,0.0078125,0,0.0014026,1,0.013083,0.013083,
20,66.3835,3.3406,0.53118,0.00048828,0,0.50116,1,0.00094497,0.00094497,
21,66.3791,3.4063,0.0030334,1,0,0.0030334,1,0.00029132,0.00029132,
22,66.2338,3.7438,0.15732,3.8147e-06,0,0.15692,1,2.3702e-05,2.3702e-05,
23,66.1288,4.4524,0.10269,1.4901e-08,0,0.10251,1,1.4593e-07,1.4593e-07,
24,66.1289,6.4364,5.9847e-05,1,0,5.9847e-05,-6,1.0594e-07,1.0594e-07,
