"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,268.1631,268.1631,394.6813,269.5925,
1,0.26716,0.053945,0.053945,114.1056,10.3414,
2,0.57914,0.032106,0.032106,49.9181,5.1823,
3,0.85892,0.029565,0.029565,28.8371,2.7822,
4,1.1322,0.030122,0.030122,22.921,2.6222,
5,1.4373,0.016434,0.016434,19.6389,2.0329,
6,1.7498,0.031395,0.031395,17.1034,1.5376,
7,2.1304,0.0035198,0.0035198,16.4916,1.3525,
8,2.5048,0.0028499,0.0028499,16.4403,1.2995,
9,2.5113,0.0022337,0.0022337,16.4411,1.2995,
10,2.5181,0.0017559,0.0017559,16.4419,1.2996,
11,2.5245,0.0013872,0.0013872,16.4425,1.2996,
12,2.531,0.0011035,0.0011035,16.4431,1.2996,
13,2.5377,0.00088656,0.00088656,16.4436,1.2996,
14,2.5441,0.00072263,0.00072263,16.444,1.2996,
15,2.5523,0.00021535,0.00021535,16.4457,1.2997,
16,2.5581,0.00016905,0.00016905,16.4459,1.2997,
17,2.5644,0.00013332,0.00013332,16.4461,1.2997,
18,2.5702,0.00010582,0.00010582,16.4463,1.2997,
19,2.5761,8.4751e-05,8.4751e-05,16.4465,1.2997,
20,2.582,6.8763e-05,6.8763e-05,16.4466,1.2997,
21,2.5907,2.0505e-05,2.0505e-05,16.4471,1.2997,
22,2.596,1.6236e-05,1.6236e-05,16.4472,1.2997,
23,2.6013,1.2794e-05,1.2794e-05,16.4473,1.2997,
24,2.6069,1.0138e-05,1.0138e-05,16.4473,1.2997,
25,2.6122,8.104e-06,8.104e-06,16.4474,1.2997,
26,2.6176,6.5568e-06,6.5568e-06,16.4474,1.2997,
27,2.6235,5.3963e-06,5.3963e-06,16.4474,1.2997,
28,2.6302,2.1766e-06,2.1766e-06,16.4476,1.2997,
29,2.636,1.0942e-06,1.0942e-06,16.4476,1.2997,
30,2.6415,9.7429e-07,9.7429e-07,16.4476,1.2997,
