"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,139.4165,4.4932e-05,NaN,NaN,NaN,NaN,NaN,51.5769,51.5769,
1,139.4165,0.086092,7.0461,0.0039063,0,2.305,1,50.369,50.369,
2,130.0651,0.15242,0.19972,0.03125,0,0.19956,1,49.6122,49.6122,
3,122.5393,0.30059,9.1125,0.03125,0,2.6101,1,49.5757,49.5757,
4,124.672,0.35783,0.64356,0.25,0,0.63872,1,44.8909,44.8909,
5,115.9489,0.49095,6.7841,0.03125,0,2.3041,1,38.5452,38.5452,
6,115.621,0.54128,0.071141,0.0039063,0,0.071133,1,38.4865,38.4865,
7,114.877,0.65764,7.7331,0.03125,0,2.4763,1,29.7528,29.7528,
8,114.7442,0.70204,0.11359,0.015625,0,0.11356,1,29.5297,29.5297,
9,90.8681,0.82897,132.7775,0.0078125,0,4.5054,1,19.1714,19.1714,
10,85.8612,0.91968,25.8618,0.0625,0,2.9087,1,14.0145,14.0145,
11,79.0134,1.1243,2.7,0.0039063,0,1.9189,1,10.5888,10.5888,
12,80.8552,1.1713,0.46424,1,0,0.46281,1,4.3857,4.3857,
13,93.3242,1.2512,99.1102,0.125,0,6.1604,1,1.1653,1.1653,
14,92.6501,1.2922,0.21251,1,0,0.21237,1,0.95664,0.95664,
15,91.8925,1.3993,2.452,0.03125,0,1.5984,1,0.25263,0.25263,
16,91.4094,1.441,0.07799,1,0,0.07798,1,0.066591,0.066591,
17,90.5381,1.6074,1.3283,0.0039063,0,1.2019,1,0.020699,0.020699,
18,90.4593,1.6475,0.016309,1,0,0.016309,1,0.005185,0.005185,
19,89.7388,1.7209,0.51769,0.00012207,0,0.49279,1,0.0029517,0.0029517,
20,88.9428,1.8268,0.36144,0.0019531,0,0.35403,1,2.2806e-05,2.2806e-05,
21,88.9436,1.8648,0.00036576,0.125,0,0.00036576,1,2.2731e-05,2.2731e-05,
22,88.7047,2.045,0.12531,2.3842e-07,0,0.12508,1,9.3074e-06,9.3074e-06,
23,88.7048,2.0871,1.9778e-05,0.00097656,0,1.9778e-05,1,9.3064e-06,9.3064e-06,
