"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,4.4303,4.4303,51.9511,7.7249,
1,0.39099,1.4105e-06,1.4105e-06,32,0.0061187,
2,0.41841,1.4105e-06,1.4105e-06,32,0.0061187,
3,0.44656,1.4105e-06,1.4105e-06,32,0.0061187,
4,0.47393,1.4105e-06,1.4105e-06,32,0.0061187,
5,0.50363,1.4105e-06,1.4105e-06,32,0.0061187,
6,0.53351,1.4105e-06,1.4105e-06,32,0.0061187,
7,0.56692,1.4105e-06,1.4105e-06,32,0.0061187,
8,0.59395,1.4105e-06,1.4105e-06,32,0.0061187,
9,0.61915,1.4105e-06,1.4105e-06,32,0.0061187,
10,0.64824,1.4105e-06,1.4105e-06,32,0.0061187,
11,0.68171,1.4105e-06,1.4105e-06,32,0.0061187,
12,0.70903,1.4105e-06,1.4105e-06,32,0.0061187,
13,0.73659,1.4105e-06,1.4105e-06,32,0.0061187,
14,0.76461,1.4105e-06,1.4105e-06,32,0.0061187,
15,0.7914,1.4105e-06,1.4105e-06,32,0.0061187,
16,0.81844,1.4105e-06,1.4105e-06,32,0.0061187,
17,0.84833,1.4105e-06,1.4105e-06,32,0.0061187,
18,0.8757,1.4105e-06,1.4105e-06,32,0.0061187,
19,0.90738,1.4105e-06,1.4105e-06,32,0.0061187,
20,0.94812,1.4105e-06,1.4105e-06,32,0.0061187,
21,0.98361,1.4105e-06,1.4105e-06,32,0.0061187,
22,1.019,1.4105e-06,1.4105e-06,32,0.0061187,
23,1.065,1.4105e-06,1.4105e-06,32,0.0061187,
24,1.1031,1.4105e-06,1.4105e-06,32,0.0061187,
25,1.1308,1.4105e-06,1.4105e-06,32,0.0061187,
26,1.1556,1.4105e-06,1.4105e-06,32,0.0061187,
27,1.1807,1.4105e-06,1.4105e-06,32,0.0061187,
28,1.2054,1.4105e-06,1.4105e-06,32,0.0061187,
29,1.2314,1.4105e-06,1.4105e-06,32,0.0061187,
30,1.2584,1.4105e-06,1.4105e-06,32,0.0061187,
