"iter","time","maxviolation","meanviolation","cost",
0,0,1.0003,1.0003,53.5769,
1,0.053439,4,4,36,
2,0.062628,4,4,36,
3,0.13578,0.033292,0.033292,43.4815,
4,0.15864,0.026395,0.026395,43.5311,
5,0.18934,0.021199,0.021199,43.5725,
6,0.21828,0.017342,0.017342,43.6063,
7,0.2824,0.0048785,0.0048785,43.7536,
8,0.32995,0.0038226,0.0038226,43.7723,
9,0.36436,0.0030125,0.0030125,43.7885,
10,0.39762,0.0023917,0.0023917,43.8024,
11,0.42101,0.0019193,0.0019193,43.8141,
12,0.44134,0.0015616,0.0015616,43.824,
13,0.49482,0.00046087,0.00046087,43.8654,
14,0.50502,0.00036162,0.00036162,43.871,
15,0.51542,0.00028518,0.00028518,43.8759,
16,0.52566,0.0002263,0.0002263,43.8801,
17,0.53496,0.00018118,0.00018118,43.8837,
18,0.54461,0.00014692,0.00014692,43.8867,
19,0.5571,4.4325e-05,4.4325e-05,43.8992,
20,0.56676,3.4725e-05,3.4725e-05,43.9009,
21,0.57571,2.756e-05,2.756e-05,43.9024,
22,0.58429,2.1843e-05,2.1843e-05,43.9037,
23,0.59327,1.7458e-05,1.7458e-05,43.9048,
24,0.60206,1.4108e-05,1.4108e-05,43.9058,
25,0.61063,1.1591e-05,1.1591e-05,43.9066,
26,0.6214,3.3884e-06,3.3884e-06,43.9102,
27,0.63043,2.7093e-06,2.7093e-06,43.9106,
28,0.63994,2.1474e-06,2.1474e-06,43.911,
29,0.64942,1.7037e-06,1.7037e-06,43.9114,
30,0.65809,1.3713e-06,1.3713e-06,43.9117,
31,0.66548,1.1572e-06,1.1572e-06,43.9119,
