"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,9.6886,9.6886,39.776,13.6271,
1,0.071177,0.14195,0.14195,29.1477,1.7038,
2,0.087423,0.083384,0.083384,29.2217,1.6286,
3,0.1029,0.060734,0.060734,29.2559,1.5916,
4,0.12002,0.048619,0.048619,29.2765,1.5685,
5,0.14086,0.032041,0.032041,29.3088,1.5307,
6,0.15987,0.024471,0.024471,29.3259,1.5098,
7,0.17664,0.020089,0.020089,29.337,1.496,
8,0.1979,0.013653,0.013653,29.3554,1.4722,
9,0.21599,0.01058,0.01058,29.3656,1.4587,
10,0.23329,0.0087554,0.0087554,29.3723,1.4497,
11,0.25882,0.006012,0.006012,29.3838,1.4339,
12,0.28001,0.00468,0.00468,29.3903,1.4249,
13,0.29792,0.0038823,0.0038823,29.3946,1.4188,
14,0.3207,0.0026771,0.0026771,29.4021,1.4082,
15,0.32793,0.0020981,0.0020981,29.4062,1.4063,
16,0.34918,0.0017319,0.0017319,29.4091,1.398,
17,0.36653,0.0011973,0.0011973,29.414,1.392,
18,0.37317,0.00093748,0.00093748,29.4167,1.3907,
19,0.37945,0.00078044,0.00078044,29.4186,1.3896,
20,0.38633,0.00054019,0.00054019,29.4218,1.3879,
21,0.39379,0.00042185,0.00042185,29.4237,1.3867,
22,0.40177,0.00035064,0.00035064,29.4249,1.3856,
23,0.41135,0.000242,0.000242,29.4271,1.3841,
24,0.41912,0.00021644,0.00021644,29.4276,1.3834,
25,0.42658,0.00015242,0.00015242,29.4293,1.3825,
26,0.43397,0.00015016,0.00015016,29.4293,1.3674,
27,0.44216,9.1113e-05,9.1113e-05,29.4311,1.3667,
28,0.45052,9.1343e-05,9.1343e-05,29.4311,1.3687,
29,0.46114,4.9667e-05,4.9667e-05,29.4328,1.368,
30,0.47669,4.9588e-05,4.9588e-05,29.4328,1.3618,
31,0.48824,2.5109e-05,2.5109e-05,29.4341,1.3612,
32,0.49491,2.5109e-05,2.5109e-05,29.4341,1.3612,
