"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,22.307,22.307,142.516,27.128,
1,0.31377,0.13155,0.13155,36.0403,4.3004,
2,0.47952,0.029657,0.029657,29.7612,2.4453,
3,0.48971,0.02326,0.02326,29.7704,2.4455,
4,0.49718,0.018302,0.018302,29.7785,2.4457,
5,0.50685,0.014488,0.014488,29.7856,2.4459,
6,0.52102,0.011556,0.011556,29.7916,2.446,
7,0.53395,0.0093209,0.0093209,29.7968,2.4461,
8,0.54455,0.007638,0.007638,29.8011,2.4462,
9,0.5605,0.0022375,0.0022375,29.82,2.4469,
10,0.57207,0.0017589,0.0017589,29.8225,2.4469,
11,0.58129,0.0013898,0.0013898,29.8247,2.447,
12,0.58854,0.0011103,0.0011103,29.8266,2.447,
13,0.59526,0.00089209,0.00089209,29.8282,2.447,
14,0.60307,0.00072689,0.00072689,29.8296,2.4471,
15,0.61246,0.0002169,0.0002169,29.8353,2.4473,
16,0.62025,0.00016948,0.00016948,29.8361,2.4474,
17,0.62775,0.0001338,0.0001338,29.8368,2.4474,
18,0.63589,0.00010625,0.00010625,29.8374,2.4474,
19,0.64356,8.5096e-05,8.5096e-05,29.8379,2.4474,
20,0.65127,6.9033e-05,6.9033e-05,29.8383,2.4474,
21,0.66255,2.0787e-05,2.0787e-05,29.8401,2.4475,
22,0.66959,1.6446e-05,1.6446e-05,29.8403,2.4475,
23,0.6761,1.2954e-05,1.2954e-05,29.8406,2.4475,
24,0.68207,1.0277e-05,1.0277e-05,29.8407,2.4475,
25,0.6876,8.2351e-06,8.2351e-06,29.8409,2.4475,
26,0.69351,6.668e-06,6.668e-06,29.841,2.4475,
27,0.69958,5.4908e-06,5.4908e-06,29.8412,2.4475,
28,0.70915,1.5809e-06,1.5809e-06,29.8417,2.4475,
29,0.71547,1.2389e-06,1.2389e-06,29.8417,2.4475,
30,0.72155,9.8892e-07,9.8892e-07,29.8418,2.4475,
