"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,19.4548,19.4548,367.107,35.9864,
1,0.20236,0.10614,0.10614,189.565,2.7426,
2,0.25294,0.030641,0.030641,189.6407,2.6329,
3,0.26038,0.023992,0.023992,189.6506,2.6264,
4,0.29278,0.01879,0.01879,189.6593,2.6058,
5,0.30087,0.014867,0.014867,189.6667,2.6012,
6,0.31294,0.011855,0.011855,189.673,2.5968,
7,0.32514,0.0095335,0.0095335,189.6784,2.5826,
8,0.33198,0.0078194,0.0078194,189.6829,2.5797,
9,0.34245,0.0022687,0.0022687,189.7025,2.5674,
10,0.35034,0.0017834,0.0017834,189.7051,2.5655,
11,0.35723,0.0014091,0.0014091,189.7073,2.5637,
12,0.36434,0.0011214,0.0011214,189.7092,2.5621,
13,0.37103,0.00090173,0.00090173,189.7109,2.5607,
14,0.37834,0.00073596,0.00073596,189.7123,2.5593,
15,0.38764,0.00021758,0.00021758,189.7182,2.5555,
16,0.40289,0.00017083,0.00017083,189.719,2.5549,
17,0.41874,0.00013479,0.00013479,189.7197,2.5543,
18,0.43385,0.00010705,0.00010705,189.7203,2.5538,
19,0.44896,8.581e-05,8.581e-05,189.7208,2.5533,
20,0.46159,6.9671e-05,6.9671e-05,189.7212,2.5528,
21,0.47626,2.0755e-05,2.0755e-05,189.723,2.5516,
22,0.48686,1.6411e-05,1.6411e-05,189.7233,2.5514,
23,0.49647,1.293e-05,1.293e-05,189.7235,2.5513,
24,0.50393,1.0214e-05,1.0214e-05,189.7237,2.5511,
25,0.51227,8.1782e-06,8.1782e-06,189.7238,2.551,
26,0.52101,6.63e-06,6.63e-06,189.724,2.5509,
27,0.53119,5.469e-06,5.469e-06,189.7241,2.5508,
28,0.54638,1.5217e-06,1.5217e-06,189.7246,2.5505,
29,0.55746,1.2408e-06,1.2408e-06,189.7247,2.5504,
30,0.56785,9.8112e-07,9.8112e-07,189.7247,2.5504,
